N-Apache,N-LLVM,N-X264,N-BDBC,N-BDBJ,N-SQL,2N-Apache,2N-LLVM,2N-X264,2N-BDBC,2N-BDBJ,2N-SQL,3N-Apache,3N-LLVM,3N-X264,3N-BDBC,3N-BDBJ,3N-SQL,I2-Apache,I2-LLVM,I2-X264,I2-BDBC,I2-BDBJ,I2-SQL
,0.0959,0.02,1.3493,,,,0.0483,0.177,0.0476,,,,0.0309,0.2784,0.2609,,,,0.0331,0.0922,0.0866,,
,0.0455,0.1038,0.0194,,,,0.0848,0.0588,0.2531,,,,0.0443,0.0742,0.2355,,,,0.0562,0.0653,0.0079,,
,0.0551,0.275,0.0197,,,,0.0572,0.0612,0.3445,,,,0.0262,0.4612,0.195,,,,0.0342,0.101,0.3044,,
,0.0121,0.2821,1.4078,,,,0.0472,0.2073,2.6926,,,,0.1429,0.2668,0.233,,,,0.0813,0.211,0.1772,,
,0.0204,0.0352,0.0412,,,,0.0378,0.1106,0.2025,,,,0.0837,0.0566,0.4037,,,,0.0331,0.0651,0.0087,,
,0.0333,0.0376,0.0088,,,,0.1554,0.0726,0.0681,,,,0.0846,0.1213,0.2377,,,,0.021,0.1379,0.0076,,
,0.0169,0.0014,0.3228,,,,0.0128,0.0057,0.3412,,,,0.0545,0.1253,0.5665,,,,0.0084,0.0097,0.1162,,
,0.0128,0.0628,0.3147,,,,0.1055,0.1548,0.3213,,,,0.0084,0.2566,0.0439,,,,0.0535,0.1505,0.1164,,
,0.0698,0.0299,0.1589,,,,0.0111,0.0891,0.1076,,,,0.2082,0.0794,0.0457,,,,0.0257,0.1877,0.0743,,
,0.0557,0.0007,0.346,,,,0.124,0.0593,0.1384,,,,0.0159,0.1658,1.1244,,,,0.027,0.2158,0.079,,
,0.0177,0.0392,1.4577,,,,0.0628,0.0137,2.0728,,,,0.0141,0.0016,0.0106,,,,0.0692,0.0421,0.3037,,
,0.0251,0.1532,0.0067,,,,0.0455,0.0063,1.5905,,,,0.0107,0.1116,0.0015,,,,0.0169,0.0139,0.0174,,
,0.0814,0.001,0.7055,,,,0.0729,0.0228,0.7995,,,,0.0321,0.1238,1.1275,,,,0.0306,0.0719,0.0648,,
,0.0339,0.016,0.1596,,,,0.0856,0.0516,0.3221,,,,0.0308,0.3109,0.1987,,,,0.0135,0.1868,0.0352,,
,0.0518,0.1699,0.2005,,,,0.0863,0.1355,0.2036,,,,0.0681,0.0002,1.9438,,,,0.0337,0.1041,0.05,,
,0.0282,0.2347,0.0086,,,,0.0136,0.0383,0.0088,,,,0.0678,0.0338,0.0143,,,,0.042,0.2197,0.1111,,
,0.0151,0.0964,0.1446,,,,0.0163,0.0715,0.0008,,,,0.0359,0.0848,0.0135,,,,0.0422,0.0689,0.2241,,
,0.0075,0.2768,0.0083,,,,0.0506,0.1078,0.3065,,,,0.0141,0.0678,0.0177,,,,0.0627,0.0833,0.0094,,
,0.0206,0.1161,2.0309,,,,0.0701,0.0003,0.014,,,,0.0088,0.0182,1.2228,,,,0.0435,0.0826,0.2888,,
,0.0526,0.0143,0.229,,,,0.0403,0.0427,0.2809,,,,0.05,0.0665,0.2585,,,,0.0432,0.1886,0.0934,,
,0.0194,0.2372,0.0222,,,,0.0476,0.1462,0.0016,,,,0.0378,0.1556,0.0105,,,,0.0132,0.1905,0.008,,
,0.1514,0.1533,0.0099,,,,0.0115,0.012,0.0431,,,,0.0267,0.0391,0.2954,,,,0.0422,0.0429,0.0844,,
,0.1111,0.1173,0.1566,,,,0.0087,0.0788,0.0693,,,,0.0235,0.0686,0.006,,,,0.0007,0.1172,0.0195,,
,0.0251,0.1951,0.0071,,,,0.0332,0.0279,0.1886,,,,0.0044,0.0076,0.0032,,,,0.1042,0.0194,0.018,,
,0.0158,0.1062,0.7067,,,,0.0354,0.0186,0.1233,,,,0.0148,0.0796,1.1415,,,,0.0067,0.0963,0.0209,,
,0.0236,0.0833,0.8702,,,,0.0184,0.0021,0.2075,,,,0.0177,0.0655,1.0641,,,,0.0239,0.0256,0.0354,,
,0.0678,0.0134,0.1576,,,,0.0585,0.0666,0.0181,,,,0.0343,0.1531,0.4026,,,,0.0271,0.0695,0.0064,,
,0.0079,0.1156,0.1496,,,,0.039,0.1457,0.017,,,,0.0677,0.0252,0.0334,,,,0.0185,0.0364,0.023,,
,0.0758,0.0369,0.1791,,,,0.1194,0.0218,0.1712,,,,0.0208,0.1082,1.1358,,,,0.0374,0.0055,0.1752,,
,0.047,0.1437,0.1352,,,,0.0879,0.0434,0.4899,,,,0.0224,0.0416,0.0952,,,,0.021,0.1433,0.037,,
,0.0234,0.0636,0.9774,,,,0.0274,0.0515,0.0431,,,,0.088,0.1582,0.0196,,,,0.0244,0.0769,0.0233,,
,0.0549,0.0851,0.2174,,,,0.0145,0.1503,0.0007,,,,0.0543,0.0874,0.0316,,,,0.0017,0.0152,0.0091,,
,0.0313,0.0306,0.0233,,,,0.0366,0.0399,0.0416,,,,0.0191,0.1892,0.6121,,,,0.0366,0.0809,0.028,,
,0.0477,0.0959,0.0425,,,,0.0723,0.0567,0.005,,,,0.0605,0.0783,1.0448,,,,0.0283,0.063,0.0273,,
,0.1075,0.0284,0.5063,,,,0.1023,0.0068,1.6183,,,,0.0295,0.0485,0.215,,,,0.0291,0.0248,0.0062,,
,0.0997,0.2974,2.3762,,,,0.0739,0.0309,0.2038,,,,0.0173,0.0386,0.0192,,,,0.0257,0.0673,0.0231,,
,0.0304,0.0008,0.3099,,,,0.0905,0.0191,0.3441,,,,0.0349,0.0829,0.2306,,,,0.0169,0.0479,0.0358,,
,0.063,0.2314,0.4896,,,,0.0622,0.0718,0.043,,,,0.0698,0.3227,0.0142,,,,0.064,0.1176,0.2116,,
,0.1777,0.0958,0.2411,,,,0.083,0.2063,0.3761,,,,0.0215,0.1368,0.0101,,,,0.01,0.0033,0.2332,,
,0.0459,0.047,0.7084,,,,0.1,0.0412,0.2084,,,,0.0214,0.0323,0.0118,,,,0.0783,0.0832,0.2758,,
,0.0195,0.0517,0.2508,,,,0.0504,0.0259,0.0997,,,,0.0098,0.1223,0.0458,,,,0.037,0.0089,0.0814,,
,0.0276,0.0411,0.0198,,,,0.0715,0.1162,0.3223,,,,0.0188,0.1602,0.0966,,,,0.0389,0.0611,0.0065,,
,0.041,0.0598,1.4426,,,,0.1002,0.0832,1.5482,,,,0.014,0.0002,0.0135,,,,0.0342,0.0538,0.0217,,
,0.0192,0.2843,0.0184,,,,0.0035,0.174,0.5126,,,,0.0019,0.0012,0.3316,,,,0.091,0.1789,0.1759,,
,0.0736,0.0314,1.4039,,,,0.0836,0.058,0.2733,,,,0.0655,0.0251,3.3364,,,,0.0123,0.0047,0.0106,,
,0.0225,0.0123,0.3093,,,,0.0715,0.0947,0.0113,,,,0.0578,0.1336,0.3431,,,,0.0364,0.0359,0.001,,
,0.0615,0.0545,0.3546,,,,0.0332,0.0134,0.0441,,,,0.0316,0.1372,0.0113,,,,0.0621,0.0375,0.0097,,
,0.0371,0.0836,0.0097,,,,0.0055,0.1953,2.4576,,,,0.1938,0.1535,0.3766,,,,0.0584,0.174,0.0075,,
,0.0133,0.1564,1.7675,,,,0.0321,0.0885,0.0881,,,,0.0456,0.0337,0.3274,,,,0.0188,0.0383,0.0007,,
,0.0183,0.1382,0.0108,,,,0.1132,0.0433,0.0635,,,,0.0405,0.0782,0.2194,,,,0.0316,0.0143,0.0204,,
,0.0601,0.0546,2.1139,,,,0.0867,0.0883,0.0206,,,,0.0478,0.206,0.0168,,,,0.0927,0.0011,0.0207,,
,0.0124,0.0322,0.0219,,,,0.101,0.1155,0.205,,,,0.05,0.0112,0.0067,,,,0.0394,0.0242,0.1884,,
,0.0589,0.0659,1.7297,,,,0.0003,0.1039,0.0417,,,,0.062,0.1578,0.4319,,,,0.023,0.0695,0.0073,,
,0.0106,0.1506,1.4089,,,,0.0026,0.0417,0.1013,,,,0.0452,0.313,1.2725,,,,0.083,0.0715,0.018,,
,0.0869,0.1715,0.0129,,,,0.1021,0.0831,0.1883,,,,0.0309,0.0113,1.283,,,,0.032,0.0041,0.1001,,
,0.0198,0.0252,2.4717,,,,0.0411,0.0397,0.0156,,,,0.1545,0.0747,0.3296,,,,0.0293,0.0703,0.0267,,
,0.0203,0.2347,0.2299,,,,0.0959,0.0589,0.4683,,,,0.0116,0.0808,0.0195,,,,0.0285,0.0475,0.0234,,
,0.0411,0.0509,0.0427,,,,0.0166,0.1661,0.1901,,,,0.0154,0.0801,0.0008,,,,0.0088,0.1411,0.0736,,
,0.0953,0.0288,0.0095,,,,0.0288,0.001,0.2823,,,,0.0188,0.0496,0.0052,,,,0.0032,0.0133,0.104,,
,0.0711,0.0374,0.2458,,,,0.023,0.0477,0.4432,,,,0.0241,0.0009,0.3544,,,,0.0058,0.0418,0.012,,
,0.1078,0.1451,0.2166,,,,0.0446,0.0221,0.1495,,,,0.0022,0.0031,0.0172,,,,0.0473,0.0651,0.0141,,
,0.0207,0.1723,0.0447,,,,0.0711,0.0275,0.3218,,,,0.0027,0.0135,0.3128,,,,0.0327,0.1867,0.0804,,
,0.0853,0.1357,0.3226,,,,0.0554,0.0262,0.0032,,,,0.0556,0.0299,0.6137,,,,0.0307,0.1941,0.0102,,
,0.1018,0.1567,1.293,,,,0.0283,0.0119,2.5082,,,,0.0032,0.09,2.0166,,,,0.0055,0.1858,0.0332,,
,0.0249,0.0782,0.3126,,,,0.1063,0.0439,0.0416,,,,0.0306,0.1602,2.0918,,,,0.044,0.0225,0.0084,,
,0.0853,0.0151,1.0688,,,,0.1554,0.1709,0.2042,,,,0.0044,0.0127,0.015,,,,0.0095,0.0272,0.0787,,
,0.1402,0.2264,1.3506,,,,0.0071,0.023,0.0002,,,,0.0241,0.0151,0.1977,,,,0.0007,0.1855,0.0019,,
,0.0592,0.229,0.0085,,,,0.0015,0.0063,0.322,,,,0.0374,0.0596,0.2939,,,,0.0181,0.0078,0.0119,,
,0.0938,0.129,0.0801,,,,0.1347,0.0712,0.3415,,,,0.0248,0.0018,0.0406,,,,0.0328,0.0177,0.011,,
,0.0368,0.0537,0.2313,,,,0.0088,0.1389,0.0018,,,,0.0527,0.1118,0.4224,,,,0.0079,0.1882,0.0289,,
,0.0212,0.2741,0.4932,,,,0.1554,0.1768,0.0004,,,,0.0623,0.1,0.0349,,,,0.0041,0.0671,0.017,,
,0.1439,0.0378,0.5177,,,,0.0091,0.0363,0.2822,,,,0.0568,0.0797,0.0034,,,,0.0224,0.0007,0.0016,,
,0.0919,0.2744,0.022,,,,0.0127,0.0943,0.1241,,,,0.0279,0.1114,2.1195,,,,0.069,0.073,0.0238,,
,0.0956,0.042,0.2461,,,,0.0604,0.0824,0.177,,,,0.1352,0.0765,0.333,,,,0.0932,0.0292,0.2101,,
,0.0653,0.158,0.247,,,,0.0232,0.0615,1.6189,,,,0.0339,0.1532,1.1378,,,,0.0294,0.0427,0.0079,,
,0.0189,0.1175,0.0243,,,,0.025,0.2047,0.0033,,,,0.0029,0.2983,3.1282,,,,0.0703,0.1037,0.0084,,
,0.1909,0.0834,1.8936,,,,0.1088,0.1581,0.0435,,,,0.2124,0.0026,0.4282,,,,0.035,0.0726,0.1073,,
,0.067,0.0005,0.0094,,,,0.0282,0.0588,0.1473,,,,0.0313,0.0486,0.0139,,,,0.0174,0.0058,0.0235,,
,0.0776,0.064,0.3385,,,,0.0374,0.0219,0.7613,,,,0.0243,0.0402,0.2219,,,,0.0512,0.0105,0.008,,
,0.0204,0.0027,2.0572,,,,0.0992,0.0232,1.5473,,,,0.0181,0.0614,1.269,,,,0.0327,0.1529,0.0284,,
,0.0295,0.0985,0.4963,,,,0.0169,0.0366,0.28,,,,0.0321,0.0133,0.2318,,,,0.0167,0.1846,0.03,,
,0.1681,0.1683,0.7055,,,,0.1399,0.1401,0.3774,,,,0.0365,0.0158,0.2641,,,,0.0022,0.0527,0.0193,,
,0.0181,0.1022,1.3695,,,,0.0377,0.0216,0.7774,,,,0.038,0.0579,0.0368,,,,0.0539,0.0509,0.0005,,
,0.0284,0.2328,0.1987,,,,0.0365,0.1198,0.0039,,,,0.0411,0.0156,0.6132,,,,0.001,0.0418,0.0331,,
,0.0345,0.0971,1.3656,,,,0.027,0.0409,0.0002,,,,0.0064,0.0512,0.4466,,,,0.0849,0.1441,0.0093,,
,0.0442,0.229,2.0044,,,,0.1469,0.0665,0.4923,,,,0.007,0.0407,0.0825,,,,0.0258,0.1759,0.0728,,
,0.0809,0.1283,0.4956,,,,0.0883,0.0183,0.071,,,,0.0227,0.1188,0.2306,,,,0.0107,0.0124,0.0212,,
,0.002,0.2744,0.0048,,,,0.0815,0.0107,0.1952,,,,0.0185,0.0155,0.019,,,,0.0456,0.0073,0.0014,,
,0.007,0.0973,0.5216,,,,0.0784,0.1025,0.2041,,,,0.0167,0.0996,0.2248,,,,0.0037,0.0762,0.3083,,
,0.0484,0.0013,1.4055,,,,0.0351,0.1001,0.2052,,,,0.0215,0.0721,0.21,,,,0.0318,0.0399,0.0101,,
,0.0138,0.0244,0.7067,,,,0.0653,0.149,0.3216,,,,0.043,0.3079,0.5677,,,,0.0081,0.0389,0.0886,,
,0.0188,0.2746,0.9609,,,,0.0101,0.0705,0.2035,,,,0.0555,0.0763,0.0004,,,,0.0557,0.0615,0.0009,,
,0.0161,0.0395,0.0181,,,,0.0658,0.0671,0.0669,,,,0.0395,0.1122,0.1004,,,,0.0334,0.121,0.0029,,
,0.017,0.1705,0.1585,,,,0.0336,0.1441,0.0004,,,,0.011,0.0855,0.2956,,,,0.0315,0.1294,0.0188,,
,0.1241,0.2056,0.0119,,,,0.0145,0.1734,1.6683,,,,0.0211,0.132,0.2026,,,,0.0445,0.0538,0.0368,,
,0.0197,0.1556,2.112,,,,0.0459,0.0496,0.2783,,,,0.085,0.1044,0.0422,,,,0.0112,0.0002,0.0039,,
,0.0511,0.1267,0.1754,,,,0.0646,0.107,0.069,,,,0.0687,0.1731,0.0709,,,,0.0359,0.0358,0.01,,
,0.0492,0.093,0.0086,,,,0.0153,0.053,0.0437,,,,0.0339,0.0761,2.0103,,,,0.0453,0.0481,0.0114,,
,0.0516,0.1221,0.2299,,,,0.0572,0.0237,0.343,,,,0.0193,0.0989,0.2411,,,,0.1192,0.0159,0.0094,,
,0.0572,0.106,1.0378,,,,0.0181,0.122,0.76,,,,0.0928,0.0978,0.0129,,,,0.0281,0.1021,0.0085,,
,0.0033,0.0933,0.2406,,,,0.0272,0.1474,2.5037,,,,0.0281,0.0934,0.3195,,,,0.0193,0.1748,0.0007,,
,0.0718,0.0261,0.7067,,,,0.0454,0.0129,0.1827,,,,0.2001,0.1362,0.2509,,,,0.0997,0.0121,0.0218,,
,0.0513,0.1463,0.2069,,,,0.0233,0.0132,0.3437,,,,0.0189,0.0982,0.0702,,,,0.0084,0.0525,0.0135,,
,0.0288,0.1235,0.3475,,,,0.0649,0.0209,0.0012,,,,0.0429,0.0486,0.0122,,,,0.0058,0.0106,0.0162,,
,0.1346,0.0001,0.0449,,,,0.0179,0.0672,1.6021,,,,0.0102,0.0014,0.6126,,,,0.0031,0.1447,0.0096,,
,0.1009,0.1933,0.2493,,,,0.0163,0.0514,0.0286,,,,0.0387,0.1022,0.0432,,,,0.0123,0.0715,0.1776,,
,0.0155,0.1229,0.2459,,,,0.0216,0.0123,0.7277,,,,0.0179,0.0155,0.012,,,,0.023,0.0343,0.0363,,
,0.0693,0.0313,0.5003,,,,0.0794,0.0146,0.7323,,,,0.0391,0.0278,0.0162,,,,0.0373,0.0848,0.0903,,
,0.0683,0.0411,1.2222,,,,0.0082,0.026,0.3658,,,,0.0096,0.1249,1.1126,,,,0.0063,0.065,0.0231,,
,0.0248,0.0183,0.0116,,,,0.0925,0.0424,0.3077,,,,0.0258,0.0079,1.2634,,,,0.0153,0.0492,0.0755,,
,0.0518,0.0508,0.6147,,,,0.0231,0.1222,1.6087,,,,0.0514,0.0984,3.291,,,,0.0022,0.0053,0.0355,,
,0.0285,0.1141,1.2744,,,,0.1568,0.1198,0.1902,,,,0.0772,0.1331,0.2388,,,,0.0122,0.0118,0.3171,,
,0.0312,0.034,0.0083,,,,0.0301,0.0194,0.0262,,,,0.0031,0.0743,0.0192,,,,0.0043,0.0286,0.0084,,
,0.0236,0.0828,0.013,,,,0.0455,0.0615,0.0408,,,,0.0297,0.0428,0.0159,,,,0.1071,0.041,0.0152,,
,0.0954,0.0411,0.0085,,,,0.0799,0.0438,0.0722,,,,0.0363,0.0669,0.3111,,,,0.0512,0.0546,0.1881,,
,0.1741,0.176,0.0184,,,,0.0395,0.0187,0.2787,,,,0.0278,0.052,0.0158,,,,0.0447,0.067,0.0089,,
,0.0264,0.0545,0.3522,,,,0.0815,0.0204,1.671,,,,0.0869,0.0991,0.2197,,,,0.0185,0.03,0.0842,,
,0.0364,0.1133,0.919,,,,0.0181,0.1054,0.1802,,,,0.0237,0.0799,0.0207,,,,0.091,0.0237,0.0193,,
,0.0117,0.0453,0.9578,,,,0.0004,0.0479,0.3202,,,,0.0705,0.1222,0.2255,,,,0.0543,0.0238,0.0096,,
,0.0151,0.1962,1.9199,,,,0.0205,0.1558,0.0174,,,,0.0478,0.0149,1.9657,,,,0.0051,0.0415,0.0006,,
,0.0322,0.122,0.0087,,,,0.1289,0.021,1.3325,,,,0.0612,0.0311,0.0116,,,,0.0104,0.05,0.0351,,
,0.0437,0.0833,1.3532,,,,0.0486,0.0886,0.0246,,,,0.0059,0.043,0.2595,,,,0.0188,0.0031,0.2897,,
,0.0248,0.1378,0.1832,,,,0.119,0.0375,0.4653,,,,0.008,0.0737,2.1092,,,,0.0067,0.1116,0.0009,,
,0.1489,0.0189,0.1712,,,,0.0472,0.0578,0.2402,,,,0.0457,0.0336,2.0395,,,,0.0217,0.1037,0.0209,,
,0.0635,0.2384,0.2473,,,,0.0293,0.0834,0.2743,,,,0.0377,0.0771,0.6129,,,,0.0619,0.0546,0.0179,,
,0.0483,0.1326,1.425,,,,0.0176,0.1471,0.1738,,,,0.0565,0.4789,1.2498,,,,0.0506,0.0743,0.0257,,
,0.0151,0.0162,0.4912,,,,0.0788,0.0423,0.2207,,,,0.0274,0.0929,0.0135,,,,0.0704,0.0527,0.0032,,
,0.0325,0.0837,0.1902,,,,0.0723,0.0133,0.2941,,,,0.027,0.0324,0.0047,,,,0.0247,0.0512,0.0197,,
,0.044,0.0278,0.0079,,,,0.066,0.0205,1.498,,,,0.019,0.0903,0.0194,,,,0.0562,0.0314,0.1735,,
,0.0238,0.0246,3.2281,,,,0.0295,0.2045,1.3679,,,,0.0434,0.0697,1.127,,,,0.0203,0.0532,0.1065,,
,0.1171,0.2726,0.2495,,,,0.0563,0.0981,0.001,,,,0.0292,0.0363,0.237,,,,0.0043,0.012,0.0404,,
,0.0058,0.018,0.3186,,,,0.0839,0.0517,0.1172,,,,0.0641,0.001,0.2446,,,,0.1274,0.0375,0.0351,,
,0.0045,0.0816,0.5107,,,,0.102,0.0881,0.0519,,,,0.0249,0.1235,0.2214,,,,0.0067,0.0339,0.0409,,
,0.0134,0.2048,0.2335,,,,0.1245,0.0877,0.0415,,,,0.0213,0.0092,0.0025,,,,0.016,0.0415,0.2773,,
,0.0397,0.314,0.1591,,,,0.011,0.2172,1.1233,,,,0.0819,0.1334,0.0422,,,,0.0543,0.0055,0.1745,,
,0.0347,0.0433,0.009,,,,0.104,0.0838,1.3563,,,,0.0353,0.1258,1.253,,,,0.0102,0.0511,0.0345,,
,0.0181,0.1606,1.6261,,,,0.0491,0.1611,0.7054,,,,0.0324,0.2471,1.1295,,,,0.0588,0.0692,0.0013,,
,0.0222,0.0298,0.0432,,,,0.0942,0.0369,0.3224,,,,0.2029,0.0504,0.0194,,,,0.0273,0.0777,0.0237,,
,0.0218,0.2076,1.3526,,,,0.0977,0.0543,0.0719,,,,0.0297,0.0365,0.0409,,,,0.002,0.0729,0.0801,,
,0.0176,0.1413,1.8462,,,,0.0772,0.0165,0.3433,,,,0.0504,0.1018,1.0894,,,,0.0295,0.0615,0.0672,,
,0.0171,0.1152,0.0086,,,,0.0231,0.0181,0.0149,,,,0.0314,0.0216,0.021,,,,0.0142,0.0404,0.0004,,
,0.096,0.2359,0.552,,,,0.0352,0.0979,0.052,,,,0.0484,0.0629,0.6131,,,,0.0525,0.044,0.0023,,
,0.0218,0.1518,0.18,,,,0.0788,0.0656,0.0028,,,,0.0371,0.1419,0.0178,,,,0.0357,0.0537,0.0002,,
,0.1677,0.0515,0.5106,,,,0.0895,0.058,1.316,,,,0.1472,0.0092,3.4056,,,,0.0135,0.0403,0.039,,
,0.0487,0.0975,0.4959,,,,0.1113,0.1432,0.0002,,,,0.0606,0.0497,0.0112,,,,0.001,0.1405,0.1622,,
,0.0306,0.0004,0.0095,,,,0.0031,0.1475,0.2846,,,,0.0414,0.0327,0.242,,,,0.0051,0.0731,0.311,,
,0.1599,0.1929,0.9099,,,,0.0683,0.0263,0.0233,,,,0.0274,0.0094,0.0103,,,,0.0134,0.1226,0.0009,,
,0.0901,0,0.0098,,,,0.0402,0.0125,0.3139,,,,0.0218,0.1337,0.2443,,,,0.0662,0.0864,0.0186,,
,0.0438,0.1055,0.0196,,,,0.0669,0.0114,0.0001,,,,0.0439,0.1113,0.2938,,,,0.0602,0.0438,0.0038,,
,0.0523,0.0015,0.0073,,,,0.0044,0.0005,0.4513,,,,0.0701,0.0561,0.2068,,,,0.0358,0.0544,0.0826,,
,0.0094,0.0275,0.5279,,,,0.0081,0.0549,0.3419,,,,0.0099,0.1208,0.2496,,,,0.056,0.0213,0.0097,,
,0.0448,0.0163,0.0192,,,,0.0039,0.02,0.0034,,,,0.0236,0.0015,0.0189,,,,0.0215,0.0167,0.0686,,
,0.0495,0.0392,0.2472,,,,0.1077,0.0549,0.1767,,,,0.0566,0.0903,0.3422,,,,0.0903,0.001,0.0224,,
,0.0197,0.0005,0.1565,,,,0.0109,0.2051,0.023,,,,0.0182,0.1962,1.2177,,,,0.0401,0.0053,0.0206,,
,0.0821,0.229,0.0216,,,,0.0955,0.0166,0.1029,,,,0.0368,0.0255,0.043,,,,0.0119,0.0083,0.325,,
,0.0433,0.0731,0.1589,,,,0.0199,0.1779,0.1688,,,,0.0386,0.0495,0.3281,,,,0.0025,0.0419,0.0087,,
,0.0547,0.0823,0.2993,,,,0.0375,0.0713,0.6236,,,,0.1295,0.0597,0.4363,,,,0.0506,0.0091,0.0042,,
,0.0801,0.1451,0.0451,,,,0.0851,0.0523,1.3613,,,,0.0007,0.0037,0.046,,,,0.0284,0.0462,0.0078,,
,0.051,0.158,0.1844,,,,0.0807,0.0119,0.0033,,,,0.0046,0.1626,0.0187,,,,0.0289,0.1204,0.0153,,
,0.046,0.1052,2.3161,,,,0.086,0.0531,0.7571,,,,0.006,0.0752,0.001,,,,0.025,0.0237,0.0197,,
,0.1131,0.016,0.1627,,,,0.0945,0.1404,0.6236,,,,0.0075,0.0488,0.6134,,,,0.0299,0.0525,0.0134,,
,0.0035,0.001,0.2457,,,,0.0253,0.0054,0.003,,,,0.1505,0.0995,3.0819,,,,0.0051,0.0632,0.0069,,
,0.0598,0.2265,0.1593,,,,0.084,0.1052,1.5672,,,,0.017,0.0113,0.0795,,,,0.1271,0.0084,0.0033,,
,0.0259,0.2372,0.01,,,,0.0117,0.0113,0.0421,,,,0.1973,0.0977,0.3202,,,,0.02,0.077,0.0135,,
,0.0781,0.2005,1.2631,,,,0.026,0.0371,0.3241,,,,0.0473,0.0964,1.1267,,,,0.0142,0.0816,0.2856,,
,0.042,0.0411,0.2517,,,,0.0957,0.1441,0.8188,,,,0.0248,0.0152,0.0418,,,,0.0222,0.0206,0.2413,,
,0.0089,0.229,1.4206,,,,0.093,0.0566,0.7015,,,,0.0291,0.0926,0.0171,,,,0.0597,0.0058,0.0069,,
,0.0276,0.0503,2.8637,,,,0.0855,0.0603,0.7736,,,,0.0056,0.008,1.2763,,,,0.0326,0.2293,0.0289,,
,0.1878,0.085,0.3933,,,,0.0258,0.0184,0.345,,,,0.0345,0.1185,0.0187,,,,0.1197,0.0647,0.0632,,
,0.0631,0.0662,0.497,,,,0.1583,0.1371,0.3108,,,,0.0017,0.1083,0.0033,,,,0.0082,0.0784,0.0077,,
,0.0181,0.0178,0.4135,,,,0.0645,0.1159,0.2782,,,,0.0409,0.0576,0.3362,,,,0.0822,0.209,0.0007,,
,0.0481,0.1356,1.3923,,,,0.0675,0.0218,0.0722,,,,0.0119,0.0255,0.3186,,,,0.121,0.0749,0.0072,,
,0.0684,0.0309,0.2505,,,,0.0839,0.0454,1.802,,,,0.0813,0.08,0.3263,,,,0.0388,0.0335,0.075,,
,0.0151,0.0179,0.0227,,,,0.0287,0.031,0.0956,,,,0.0532,0.0004,0.019,,,,0.0612,0.0325,0.0847,,
,0.0445,0.1582,0.0461,,,,0.0271,0.0572,1.0792,,,,0.0341,0.0889,0.0024,,,,0.0337,0.0492,0.0781,,
,0.082,0.0219,0.1628,,,,0.1091,0.0118,0.2019,,,,0.0417,0.0116,0.0145,,,,0.0252,0.1127,0.0744,,
,0.1382,0.1473,0.1414,,,,0.0281,0.0005,0.2865,,,,0.0386,0.1939,0.0432,,,,0.0113,0.0238,0.0218,,
,0.02,0.0161,0.1623,,,,0.0303,0.0045,0.2802,,,,0.0503,0.0578,0.0019,,,,0.0593,0.0733,0.1776,,
,0.0335,0.014,0.0088,,,,0.1154,0.0002,0.0432,,,,0.0737,0.1614,0.0067,,,,0.0566,0.039,0.0139,,
,0.1402,0.1762,0.2522,,,,0.0139,0.0384,0.0438,,,,0.0451,0.0902,0.5673,,,,0.0139,0.0834,0.0097,,
,0.043,0.104,0.0069,,,,0.1046,0.0525,0.0012,,,,0.0882,0.0636,0.0006,,,,0.0024,0.0813,0.0244,,
,0.1794,0.2009,0.4933,,,,0.0671,0.0271,0.1648,,,,0.0266,0.0661,2.0251,,,,0.0083,0.1197,0.038,,
,0.1269,0.0013,0.0423,,,,0.013,0.0216,0.0651,,,,0.061,0.0993,0.2143,,,,0.0123,0.1087,0.0255,,
,0.1517,0.0162,0.7005,,,,0.0063,0.1754,0.0372,,,,0.0023,0.4299,0.2947,,,,0.0596,0.0317,0.0079,,
,0.0446,0.0176,1.4086,,,,0.0312,0.0073,0.0798,,,,0.0802,0.1087,0.0284,,,,0.0787,0.0378,0.2122,,
,0.0057,0.1763,0.3188,,,,0.0308,0.1471,0.3442,,,,0.0326,0.1177,0.3723,,,,0.0038,0.0153,0.0048,,
,0.0068,0.0543,0.2008,,,,0.0135,0.012,0.1807,,,,0.0741,0.0842,0.0313,,,,0.0021,0.0496,0.0156,,
,0.0083,0.1576,1.4058,,,,0.0176,0.0115,0.2023,,,,0.0362,0.1886,0.0191,,,,0.0608,0.1244,0.0011,,
,0.0557,0.0367,1.4115,,,,0.0116,0.0575,0.6961,,,,0.0056,0.0428,0.0226,,,,0.0291,0.0054,0.0029,,
,0.1445,0.0012,0.0103,,,,0.0254,0.0265,0.3275,,,,0.0732,0.2008,0.0384,,,,0.0147,0.0616,0.0321,,
,0.1238,0.0397,0.4977,,,,0.0299,0.0452,1.5776,,,,0.1871,0.3057,0.5672,,,,0.044,0.0264,0.0848,,
,0.0061,0.0209,0.008,,,,0.111,0.0199,0.3425,,,,0.0093,0.0783,0.2106,,,,0.043,0.009,0.021,,
,0.0859,0.1066,0.4035,,,,0.1684,0.0309,0.0431,,,,0.0125,0.1092,0.0072,,,,0.0386,0.2379,0.0778,,
,0.0382,0.219,0.0206,,,,0.0176,0.174,0.0436,,,,0.0218,0.1831,0.0229,,,,0.0775,0.0303,0.076,,
,0.0186,0.0199,0.0104,,,,0.0332,0.1101,0.0167,,,,0.0215,0.137,0.2955,,,,0.0027,0.0508,0.0034,,
