N-Apache,N-LLVM,N-X264,N-BDBC,N-BDBJ,N-SQL,2N-Apache,2N-LLVM,2N-X264,2N-BDBC,2N-BDBJ,2N-SQL,3N-Apache,3N-LLVM,3N-X264,3N-BDBC,3N-BDBJ,3N-SQL,I2-Apache,I2-LLVM,I2-X264,I2-BDBC,I2-BDBJ,I2-SQL
,0.0112,0.0973,0.2335,,,,0.0504,0.1381,0.0948,,,,0.0283,0.0054,0.8868,,,,0.0319,0.0017,0.4197,,
,0.0391,0.0453,0.19,,,,0.0099,0.1003,0.3228,,,,0.0108,0.1261,0.296,,,,0.0652,0.079,0.0521,,
,0.128,0.015,3.2585,,,,0.0268,0.0686,0.4855,,,,0.1278,0.0287,2.0762,,,,0.0205,0.1873,0.3834,,
,0.0273,0.1019,1.1982,,,,0.0431,0.036,0.5458,,,,0.1589,0.0327,0.1045,,,,0.0137,0.1018,0.0009,,
,0.0974,0.0175,0.114,,,,0.0952,0.4003,0.6316,,,,0.0657,0.0256,0.1318,,,,0.0428,0.0403,0.0018,,
,0.0382,0.0882,1.1693,,,,0.0209,0.254,0.0516,,,,0.0303,0.1866,0.8941,,,,0.0267,0.0112,0.0138,,
,0.0263,0.0902,0.3176,,,,0.0796,0.0578,0.4885,,,,0.0091,0.0704,0.2968,,,,0.051,0.1159,0.0097,,
,0.0566,0.0142,1.0911,,,,0.0273,0.0903,0.4889,,,,0.0789,0.1949,0.7735,,,,0.0811,0.0847,0.1077,,
,0.1436,0.09,0.6741,,,,0.0554,0.0727,0.0994,,,,0.0478,0.0202,1.1144,,,,0.0343,0.0572,0.0793,,
,0.0785,0.2184,0.4358,,,,0.0206,0.0324,0.5455,,,,0.0277,0.0251,0.3537,,,,0.0108,0.0074,0.0012,,
,0.0507,0.5103,3.215,,,,0.0285,0.0133,0.3137,,,,0.0198,0.0344,0.0447,,,,0.0305,0.0966,0.3162,,
,0.0347,0.0709,0.7952,,,,0.0559,0.0141,0.4885,,,,0.0269,0.0506,0.673,,,,0.0503,0.0504,0.3235,,
,0.0072,0.1077,0.2886,,,,0.0236,0.1325,0.1131,,,,0.0892,0.1273,0.4802,,,,0.0577,0.0039,0.001,,
,0.0114,0.0166,0.8021,,,,0.0354,0.1652,0.4865,,,,0.0177,0.0001,0.4634,,,,0.0141,0.0343,0.0076,,
,0.0659,0.2213,0.3181,,,,0.0331,0.0572,0.0984,,,,0.0166,0.127,0.3918,,,,0.0357,0.0045,0.34,,
,0.0225,0.0294,11.2974,,,,0.0766,0.0446,7.9715,,,,0.1698,0.1497,0.6148,,,,0.011,0.0605,0.0071,,
,0.0808,0.538,0.1766,,,,0.0295,0.0571,7.9549,,,,0.1492,0.0019,2.0762,,,,0.0649,0.049,0.7853,,
,0.1467,0.8552,1.2854,,,,0.0163,0.0138,0.099,,,,0.0984,0.1406,0.0696,,,,0.0588,0.0587,0.0053,,
,0.0424,0.0167,0.7957,,,,0.0099,0.0159,0.5027,,,,0.0183,0.1264,0.128,,,,0.0156,0.042,0.0103,,
,0.0709,0.1146,0.3586,,,,0.0037,0.1351,0.4054,,,,0.0518,0.002,0.3829,,,,0.0396,0.0152,0.0956,,
,0.0538,0.8801,0.5461,,,,0.0314,0.0999,0.1159,,,,0.0228,0.104,0.0159,,,,0.0351,0.0276,0.0369,,
,0.0464,1.0571,1.0696,,,,0.0418,0.0395,0.4814,,,,0.0079,0.0085,0.24,,,,0.0635,0.0457,0.008,,
,0.0035,0.444,0.2833,,,,0.0047,0.1393,0.1606,,,,0.0191,0.162,2.1126,,,,0.013,0.0236,0.0225,,
,0.0228,0.0572,0.0133,,,,0.0443,0.0994,0.4341,,,,0.0224,0.0339,0.6726,,,,0.0435,0.0907,0.0387,,
,0.1193,0.78,0.0091,,,,0.0351,0.0521,0.3426,,,,0.0108,0.0003,0.1015,,,,0.0051,0.0536,0.0047,,
,0.1349,1.0847,2.1418,,,,0.0067,0.0917,0.0562,,,,0.043,0.0877,0.6139,,,,0.0241,0.041,0.7597,,
,0.0878,0.0157,0.8024,,,,0.0232,0.0137,0.0257,,,,0.0633,0.0297,0.4798,,,,0.0395,0.1078,0.0106,,
,0.0876,0.0911,0.2222,,,,0.0197,0.1181,1.3405,,,,0.0474,0.0004,0.0303,,,,0.0295,0.0093,0.0101,,
,0.0759,0.459,0.0183,,,,0.0277,0.0211,0.5025,,,,0.1082,0.1545,0.4615,,,,0.0027,0.0501,0.0322,,
,0.0723,0.4166,0.2823,,,,0.0302,0.1357,0.4852,,,,0.0033,0.0544,0.5306,,,,0.0255,0.0078,0.1729,,
,0.0088,0.669,0.6739,,,,0.0236,0.0309,0.5015,,,,0.0987,0.0754,0.5225,,,,0.0125,0.0599,0.7694,,
,0.0546,0.3826,0.3583,,,,0.0248,0.1081,0.1046,,,,0.014,0.0856,2.1127,,,,0.0098,0.1449,0.3221,,
,0.0338,0.0591,0.0235,,,,0.0373,0.1234,0.1347,,,,0.0382,0.0047,2.1056,,,,0.0191,0.0259,0.0034,,
,0.0262,0.101,0.1984,,,,0.0081,0.0524,0.4844,,,,0.0286,0.0091,0.8832,,,,0.0724,0.0373,0.0015,,
,0.0014,0.6909,0.4432,,,,0.0179,0.0786,0.5035,,,,0.0107,0.0407,0.0168,,,,0.0409,0.0698,0.3221,,
,0.0485,0.2153,0.2948,,,,0.0386,0.1199,0.5459,,,,0.0118,0.0458,0.0707,,,,0.0339,0.0295,0.0003,,
,0.0704,0.0161,1.0243,,,,0.008,0.0422,0.5019,,,,0.1137,0.1293,0.0692,,,,0.0659,0.0081,0.7923,,
,0.0361,0.1484,0.6338,,,,0.002,0.067,0.517,,,,0.0718,0.1151,0.3801,,,,0.0043,0.1035,0.1049,,
,0.0778,0.2355,0.3592,,,,0.0255,0.0446,0.1139,,,,0.0571,0.137,1.8676,,,,0.0011,0.1596,0.0775,,
,0.0118,0.011,0.3903,,,,0.0391,0.0304,0.1141,,,,0.0631,0.0385,0.3106,,,,0.0031,0.0167,0.3225,,
,0.0396,0.7494,0.2489,,,,0.0319,0.2483,0.1464,,,,0.0007,0.1116,0.2683,,,,0.0136,0.0944,0.0738,,
,0.0074,0.666,0.2993,,,,0.101,0.1018,0.0977,,,,0.0989,0.0476,0.8904,,,,0.0286,0.0395,0.1084,,
,0.0154,0.5346,0.2249,,,,0.0535,0.0349,0.1231,,,,0.0181,0.1699,2.1094,,,,0.0927,0.04,0.0775,,
,0.1486,0.4076,0.2524,,,,0.0878,0.1363,0.1148,,,,0.0321,0.0527,0.27,,,,0.0416,0.1231,0.0041,,
,0.0393,0.4411,0.2395,,,,0.014,0.0852,0.5025,,,,0.1133,0.1721,1.094,,,,0.0255,0.0377,0.0014,,
,0.0335,0.0742,1.1658,,,,0.0021,0.1611,0.078,,,,0.0145,0.1193,0.1015,,,,0.006,0.0041,0.0668,,
,0.0811,0.0569,0.6377,,,,0.0207,0.115,0.4857,,,,0.0992,0.1632,2.455,,,,0.0134,0.023,0.0044,,
,0.0344,0.0107,10.9705,,,,0.0271,0.1018,0.0677,,,,0.0476,0.0347,0.4801,,,,0.0188,0.0946,0.4008,,
,0.1339,1.2214,0.9856,,,,0.0163,0.0266,8.1368,,,,0.0503,0.1663,0.1899,,,,0.0919,0.0289,0.0011,,
,0.0854,0.081,0.0927,,,,0.0122,0.0654,0.4847,,,,0.0424,0.0618,0.3818,,,,0.0662,0.0121,0.0053,,
,0.0886,0.149,0.5948,,,,0.0422,0.1009,0.1161,,,,0.0733,0.0187,0.2548,,,,0.0512,0.024,0.0004,,
,0.0367,0.0282,0.1105,,,,0.0059,0.2031,0.1791,,,,0.0854,0.0603,0.2817,,,,0.0115,0.0592,0.072,,
,0.0985,0.0501,0.3498,,,,0.0052,0.0448,0.1037,,,,0.0688,0.0041,0.1058,,,,0.0267,0.0144,0,,
,0.138,0.0622,0.0046,,,,0.0529,0.0609,0.4871,,,,0.0111,0.0192,0.477,,,,0.0684,0.1393,0.01,,
,0.0402,0.0989,0.3926,,,,0.0155,0.1388,0.4805,,,,0.0551,0.0701,0.0437,,,,0.029,0.0302,0.504,,
,0.105,0.0134,0.2945,,,,0.0104,0.0645,0.1164,,,,0.0146,0.0005,0.0746,,,,0.0536,0.0244,0.0007,,
,0.0512,0.0209,0.1804,,,,0.0025,0.2323,1.2462,,,,0.0575,0.0435,0.0784,,,,0.0267,0.0221,0.0881,,
,0.0303,0.5195,0.2413,,,,0.0309,0.0243,0.315,,,,0.0003,0.0143,0.094,,,,0.0195,0.0532,0.0108,,
,0.0149,0.0165,0.0895,,,,0.011,0.0355,0.0644,,,,0.0232,0.0553,0.478,,,,0.1246,0.0176,0.7448,,
,0.0186,0.026,0.2465,,,,0.0407,0.1905,0.5051,,,,0.0408,0.0536,0.2799,,,,0.0279,0.0332,0.0352,,
,0.0509,0.0434,0.3186,,,,0.0548,0.0145,0.1166,,,,0.0148,0.0098,0.1067,,,,0.1063,0.1524,0.356,,
,0.0132,0.0137,2.2242,,,,0.0362,0.0442,0.5439,,,,0.004,0.154,0.1734,,,,0.0334,0.1486,0.0354,,
,0.0553,0.0732,1.2858,,,,0.0618,0.0247,19.9132,,,,0.1456,0.0999,0.201,,,,0.0146,0.1355,0.0308,,
,0.0775,0.0149,0.2972,,,,0.0417,0.0349,0.658,,,,0.0058,0.0658,0.1341,,,,0.0013,0.0502,0.0033,,
,0.0077,0.1013,1.187,,,,0.0356,0.0818,0.6797,,,,0.0051,0.0085,2.4662,,,,0.0166,0.059,0.0008,,
,0.0221,0.1148,0.8027,,,,0.0022,0.0304,0.1169,,,,0.0564,0.0182,0.4617,,,,0.0727,0.1323,0.0018,,
,0.1309,0.204,0.1102,,,,0.0144,0.1605,0.1154,,,,0.0364,0.0342,0.194,,,,0.0512,0.0596,0.0037,,
,0.0614,0.0224,0.1833,,,,0.0022,0.0274,0.516,,,,0.0461,0.0134,0.324,,,,0.0233,0.0575,0.0014,,
,0.0847,0.7478,2.189,,,,0.0014,0.0005,0.4863,,,,0.1178,0.1956,0.2691,,,,0.0454,0.0243,0.506,,
,0.0296,0.0084,0.3184,,,,0.017,0.0203,0.5451,,,,0.0138,0.0529,0.1901,,,,0.0323,0.0137,0.0002,,
,0.1763,0.6356,0.3915,,,,0.0191,0.0532,0.0983,,,,0.0621,0.0004,0.8852,,,,0.0515,0.1522,0.0033,,
,0.021,0.6796,0.1479,,,,0.0424,0.121,0.1427,,,,0.0256,0.0024,0.8567,,,,0.0077,0.0084,0.0189,,
,0.0016,0.2327,0.0005,,,,0.0346,0.0599,0.1589,,,,0.0925,0.0377,0.6265,,,,0.0603,0.0424,0.0226,,
,0.0161,0.6655,0.1629,,,,0.0038,0.0131,0.0741,,,,0.0169,0.0292,0.0421,,,,0.0059,0.0182,0.0392,,
,0.0076,0.0141,0.281,,,,0.0573,0.1489,0.1248,,,,0.0175,0.0717,0.3373,,,,0.094,0.0078,0.0013,,
,0.0176,0.0272,0.0002,,,,0.0099,0.3027,0.0993,,,,0.1461,0.0298,0.0486,,,,0.0058,0.0755,0.01,,
,0.0496,0.7622,1.1693,,,,0.0296,0.0323,0.0224,,,,0.0091,0.0434,0.1858,,,,0.1265,0.0493,0.0096,,
,0.1194,0.1005,0.8024,,,,0.0295,0.0535,0.6144,,,,0.0434,0.0452,0.3989,,,,0.0701,0.1897,0.0013,,
,0.0219,0.05,1.1151,,,,0.0248,0.0618,0.1423,,,,0.0554,0.1797,0.0824,,,,0.0675,0.1492,0.002,,
,0.0986,0.8373,0.7963,,,,0.0048,0.1219,7.1684,,,,0.0562,0.0503,2.1124,,,,0.0542,0.0583,0.1003,,
,0.0812,0.3664,0.0001,,,,0.0689,0.0315,0.0976,,,,0.0187,0.0434,0.8871,,,,0.0854,0.0249,0.0829,,
,0.0157,0.1165,0.1888,,,,0.0368,0.0149,0.5034,,,,0.0028,0.0175,2.1197,,,,0.0614,0.0215,0.0026,,
,0.0568,0.0192,0.2383,,,,0.0222,0.1875,0.4821,,,,0.0444,0.014,0.4965,,,,0.0607,0.0146,0.8009,,
,0.0338,0.1042,0.8021,,,,0.0141,0.0226,0.1011,,,,0.028,0.0525,2.4866,,,,0.0709,0.0194,0.4159,,
,0.0297,0.3579,0.4351,,,,0.0544,0.0566,20.2067,,,,0.0664,0.1275,1.1022,,,,0.0326,0.0396,0.0031,,
,0.1423,0.0187,11.0358,,,,0.0131,0.0914,0.0976,,,,0.1591,0.1778,0.0132,,,,0.0518,0.0208,0.0022,,
,0.0567,0.0148,0.3928,,,,0.0377,0.0966,0.0979,,,,0.0306,0.0081,0.0266,,,,0.0462,0.0366,0.1849,,
,0.0752,0.0142,0.2428,,,,0.0225,0.0912,0.0393,,,,0.0194,0.1544,0.4181,,,,0.1157,0.047,0.3868,,
,0.1627,0.1145,0.795,,,,0.0226,0.1378,1.2042,,,,0.0408,0.0419,1.127,,,,0.05,0.0756,0.0359,,
,0.0326,0.1957,0.1782,,,,0.0669,0.0814,0.6583,,,,0.0475,0.0204,0.4067,,,,0.1221,0.0893,0.0747,,
,0.0422,0.0955,0.4464,,,,0.0101,0.0598,0.1969,,,,0.0568,0.0737,0.1972,,,,0.0217,0.0404,0.0793,,
,0.0379,0.0161,0.0154,,,,0.0086,0.1916,0.0306,,,,0.1335,0.057,0.8577,,,,0.0576,0.0861,0.3332,,
,0.0713,0.0119,3.2629,,,,0.0472,0.027,0.0988,,,,0.0157,0.0286,0.3092,,,,0.0955,0.2,0.0019,,
,0.0127,0.2452,0.3185,,,,0.0524,0.0058,19.9222,,,,0.0242,0.0279,0.1144,,,,0.0022,0.0906,0.0103,,
,0.1313,0.467,0.3614,,,,0.0735,0.0631,0.1134,,,,0.0154,0.0374,0.4605,,,,0.0026,0.0106,0.088,,
,0.0631,0.9443,0.174,,,,0.0587,0.2287,0.1668,,,,0.0453,0.0854,0.2678,,,,0.0021,0.1554,0.3216,,
,0.0469,0.223,0.1824,,,,0.087,0.0962,0.1716,,,,0.0402,0.1038,0.4795,,,,0.0206,0.0812,0.0008,,
,0.0741,0.2448,3.2226,,,,0.0241,0.0103,0.0267,,,,0.0451,0.0995,0.3519,,,,0.0599,0.1973,0.0072,,
,0.1324,1.0859,0.9873,,,,0.0506,0.0329,0.1054,,,,0.0023,0.0436,0.2119,,,,0.0494,0.2047,0.0054,,
,0.0018,0.0913,1.2898,,,,0.0234,0.1488,0.505,,,,0.0673,0.0289,0.4783,,,,0.0339,0.0616,0.0992,,
,0.0114,0.062,0.4622,,,,0.0262,0.2595,0.0998,,,,0.0631,0.0483,0.0124,,,,0.01,0.1345,0.3201,,
,0.0427,0.015,2.16,,,,0.0336,0.2769,0.6607,,,,0.0294,0.0292,0.0028,,,,0.0169,0.0042,0.0038,,
,0.08,0.0549,0.8016,,,,0.0153,0.2835,19.7962,,,,0.0175,0.0388,0.0025,,,,0.0914,0.0174,0.0077,,
,0.0396,0.0164,3.477,,,,0.0323,0.009,0.5033,,,,0.0415,0.0575,0.3293,,,,0.0533,0.0232,0.0114,,
,0.0497,0.0718,2.0978,,,,0.0259,0.0417,0.1517,,,,0.0098,0.0853,0.0009,,,,0.0046,0.009,0.0006,,
,0.0608,0.0865,0.299,,,,0.0318,0.1235,0.4856,,,,0.0418,0.129,0.1982,,,,0.0626,0.0553,0.7898,,
,0.0675,0.1098,0.0067,,,,0.0781,0.0596,0.5449,,,,0.0542,0.0832,0.4809,,,,0.02,0.0044,0.0024,,
,0.0821,0.3661,0.1464,,,,0.0317,0.1035,0.3906,,,,0.017,0.0451,0.3567,,,,0.0825,0.0451,0.0007,,
,0.0657,0.0354,0.4567,,,,0.0702,0.0062,1.3533,,,,0.0344,0.019,0.7658,,,,0.0366,0.1327,0.0001,,
,0.0763,0.0711,0.1958,,,,0.0306,0.4483,0.115,,,,0.04,0.028,0.1228,,,,0.0324,0.0022,0.1005,,
,0.1283,0.0279,0.6376,,,,0.0055,0.2062,0.1068,,,,0.0671,0.0294,0.2469,,,,0.0561,0.195,0.5081,,
,0.0493,0.0137,3.2634,,,,0.0351,0.074,0.5033,,,,0.0481,0.1481,0.3288,,,,0.0246,0.1962,0.0246,,
,0.0118,0.1047,0.1648,,,,0.0469,0.0575,0.391,,,,0.0357,0.0089,0.1281,,,,0.0713,0.1539,0,,
,0.0489,0.2042,0.2813,,,,0.0095,0.0597,0.0395,,,,0.07,0.0461,0.4173,,,,0.0176,0.0506,0.4066,,
,0.0037,0.0145,0.3934,,,,0.0343,0.0943,0.403,,,,0.0495,0.1175,2.0678,,,,0.0946,0.0045,0.0031,,
,0.1854,0.838,0.0131,,,,0.0392,0.0628,0.0988,,,,0.0055,0.0949,0.463,,,,0.0323,0.0449,0.3062,,
,0.0626,1.0255,0.1987,,,,0.0534,0.0469,0.1766,,,,0.0268,0.0731,0.0159,,,,0.0421,0.005,0.0991,,
,0.0359,0.0159,0.7963,,,,0.0948,0.0009,0.0767,,,,0.1216,0.1134,0.0176,,,,0.0819,0.1341,0.0967,,
,0.0804,0.3368,0.1863,,,,0.0086,0.2399,0.6811,,,,0.1164,0.0034,0.8576,,,,0.0815,0.0251,0.0035,,
,0.191,0.0261,3.603,,,,0.0358,0.0346,0.1176,,,,0.0172,0.0829,0.118,,,,0.0226,0.1069,0.317,,
,0.0884,0.3588,0.3904,,,,0.0396,0.1657,0.6661,,,,0.0113,0.0273,0.2501,,,,0.0072,0.0248,0.0027,,
,0.0191,0.5135,0.6727,,,,0.055,0.1047,0.2189,,,,0.0552,0.0287,0.8884,,,,0.028,0.1664,0.3338,,
,0.0234,0.3874,0.3901,,,,0.0011,0.0465,0.3119,,,,0.0914,0.1292,0.8541,,,,0.025,0.0616,0.0008,,
,0.0538,1.0541,0.3551,,,,0.0287,0.1354,19.354,,,,0.0898,0.1918,0.0454,,,,0.0453,0.0246,0.0098,,
,0.1514,0.2076,0.0087,,,,0.0916,0.049,0.0343,,,,0.0332,0.0085,0.8923,,,,0.0504,0.0469,0.3585,,
,0.0256,0.1313,1.2894,,,,0.0525,0.1548,0.1143,,,,0.001,0.0433,0.8904,,,,0.0913,0.0085,0.0053,,
,0.1094,0.049,0.1769,,,,0.0572,0.0184,0.1106,,,,0.0474,0.121,0.8611,,,,0.0301,0.0054,0.0355,,
,0.0848,1.0613,0.827,,,,0.0364,0.0271,0.6561,,,,0.0565,0.1515,2.072,,,,0.0058,0.0391,0.0014,,
,0.073,0.4173,0.1082,,,,0.0214,0.0344,0.4869,,,,0.0969,0.0726,0.8979,,,,0.0437,0.1491,0.0002,,
,0.0804,0.0155,1.0101,,,,0.0102,0.1078,0.0464,,,,0.0218,0.0319,1.9098,,,,0.0348,0.0096,0.3475,,
,0.0052,0.2469,0.1503,,,,0.032,0.0427,0.4762,,,,0.105,0.0731,0.7956,,,,0.0581,0.1989,0.0228,,
,0.0592,0.0262,0.3214,,,,0.0419,0.0164,0.1143,,,,0.0612,0.0431,0.0454,,,,0.041,0.0146,0.0015,,
,0.0825,0.881,0.1092,,,,0.0581,0.0972,0.4757,,,,0.0406,0.0463,0.3624,,,,0.0142,0.0106,0.0524,,
,0.0583,0.2905,0.7963,,,,0.008,0.1255,0.3991,,,,0.029,0.0237,0.154,,,,0.043,0.1038,0.0009,,
,0.1258,0.0968,2.1048,,,,0.0546,0.0466,0.0232,,,,0.0834,0.094,0.3294,,,,0.0641,0.1036,0.0074,,
,0.1611,0.4364,0.372,,,,0.0511,0.0968,19.6034,,,,0.0132,0.0064,0.3784,,,,0.0405,0.1316,0.0002,,
,0.0088,0.0536,0.462,,,,0.0025,0.0748,0.6592,,,,0.067,0.0295,0.8916,,,,0.0031,0.0059,0.0082,,
,0.0794,0.0586,0.4572,,,,0.0399,0.1686,0.6587,,,,0.0482,0.0284,2.0942,,,,0.0753,0.053,0.0104,,
,0.0439,0.5966,0.6614,,,,0.0538,0.0016,0.1616,,,,0.0722,0.0659,0.4663,,,,0.0173,0.0221,0.0014,,
,0.0452,0.8622,0.6727,,,,0.0061,0.0444,0.1021,,,,0.0206,0.0999,0.477,,,,0.0726,0.0048,0.1249,,
,0.0269,0.0249,0.1941,,,,0.0034,0.1307,0.3164,,,,0.1077,0.0462,0.1521,,,,0.0187,0.1518,0.0357,,
,0.181,0.0775,3.2635,,,,0.0304,0.0739,0.4042,,,,0.1119,0.1761,0.7727,,,,0.0324,0.1641,0.4593,,
,0.0397,0.7383,0.2886,,,,0.0322,0.0308,20.2091,,,,0.0146,0.0435,0.2416,,,,0.113,0.0378,0.0026,,
,0.1671,0.0162,0.2024,,,,0.0532,0.1789,0.5035,,,,0.0094,0.0908,0.8591,,,,0.0521,0.0427,0.3391,,
,0.0729,0.035,0.2946,,,,0.0519,0.0106,0.4855,,,,0.0071,0.0938,0.0212,,,,0.0428,0.0488,0.0741,,
,0.0161,0.1078,0.1075,,,,0.0025,0.0124,0.4305,,,,0.0434,0.042,1.1494,,,,0.0265,0.1629,0.3202,,
,0.021,0.0086,0.3707,,,,0.04,0.238,1.3047,,,,0.0136,0.1545,0.0152,,,,0.0146,0.05,0.319,,
,0.0183,0.247,3.154,,,,0.0346,0.0952,0.1538,,,,0.0754,0.1202,0.045,,,,0.0323,0.1624,0.0535,,
,0.1277,0.0706,0.3132,,,,0.0371,0.0309,0.1079,,,,0.1166,0.0481,0.046,,,,0.0535,0.0044,0.005,,
,0.1735,0.3573,2.0948,,,,0.0323,0.0208,0.1157,,,,0.028,0.0676,0.77,,,,0.0616,0.0025,0.0018,,
,0.0564,0.0527,0.638,,,,0.0305,0.0557,0.4848,,,,0.0263,0.0434,0.3883,,,,0.077,0.0028,0.1387,,
,0.0204,0.4702,0.6142,,,,0.0246,0.0396,0.1144,,,,0.0097,0.0432,0.187,,,,0.0636,0.0235,0.7419,,
,0.1099,0.0213,0.2254,,,,0.0189,0.0864,0.5449,,,,0.1315,0.0996,2.1317,,,,0.0807,0.0055,0.3166,,
,0.0008,0.0952,0.0351,,,,0.0052,0.0013,0.1411,,,,0.1085,0.0044,0.2338,,,,0.0216,0.039,0.1105,,
,0.056,0.1565,3.2526,,,,0.0338,0.2353,0.5153,,,,0.0609,0.1237,0.6713,,,,0.0233,0.0153,0.0033,,
,0.1303,1.1747,1.284,,,,0.0205,0.0371,0.0714,,,,0.1301,0.1759,0.4783,,,,0.0478,0.0174,0.0089,,
,0.0453,0.0571,0.2942,,,,0.0048,0.1177,0.1143,,,,0.0115,0.0043,2.1181,,,,0.0655,0.0965,0.0072,,
,0.0688,0.0692,0.3488,,,,0.0256,0.1017,0.1722,,,,0.0251,0.0856,1.9454,,,,0.0453,0.1011,0.0061,,
,0.0613,1.0127,0.6735,,,,0.0283,0.2168,0.1478,,,,0.0706,0.0022,0.336,,,,0.014,0.1479,0.0018,,
,0.104,1.011,0.4596,,,,0.0491,0.0042,0.5044,,,,0.0092,0.0829,0.3868,,,,0.0544,0.0533,0.0227,,
,0.0806,0.0502,0.177,,,,0.0292,0.0294,0.4803,,,,0.0908,0.0004,0.3907,,,,0.0752,0.1156,0.7562,,
,0.0003,0.0681,0.3915,,,,0.0576,0.022,0.5166,,,,0.0021,0.0087,0.7732,,,,0.0075,0.1978,0.1332,,
,0.0931,0.0688,0.0986,,,,0.0944,0.0127,0.4892,,,,0.0265,0.0395,0.3271,,,,0.0261,0.0954,0.0035,,
,0.1118,0.1028,0.8015,,,,0.0338,0.1005,0.5441,,,,0.0266,0.1095,0.4667,,,,0.0145,0.0639,0.5238,,
,0.0704,0.0232,0.2499,,,,0.0618,0.2788,0.1217,,,,0.1047,0.0956,0.19,,,,0.0192,0.0345,0.0029,,
,0.0465,0.4168,0.6129,,,,0.0694,0.077,0.1442,,,,0.0391,0.0981,0.0761,,,,0.0323,0.1138,0.0011,,
,0.0017,0.0713,0.359,,,,0.0298,0.0306,1.3578,,,,0.139,0.0015,0.4611,,,,0.0516,0.0373,0.7932,,
,0.0265,0.681,2.1754,,,,0.0026,0.0189,0.4871,,,,0.0041,0.014,0.0437,,,,0.0664,0.0295,0.0797,,
,0.026,0.2458,0.0015,,,,0.0362,0.2869,0.1174,,,,0.0266,0.0272,0.7957,,,,0.0668,0.0081,0.0069,,
,0.0405,0.819,0.162,,,,0.0309,0.0427,0.6168,,,,0.0449,0.0362,0.1316,,,,0.0805,0.0971,0.0063,,
,0.103,0.013,1.0145,,,,0.0499,0.0536,0.5168,,,,0.0087,0.0347,0.8911,,,,0.0263,0.0299,0.1018,,
,0.1192,0.5093,0.6726,,,,0.0394,0.0862,0.5461,,,,0.0464,0.0294,0.4181,,,,0.0103,0.0186,0.091,,
,0.0637,0.4888,1.216,,,,0.0128,0.2425,0.4891,,,,0.0452,0.0287,0.0021,,,,0.0135,0.1621,0.0084,,
,0.0591,0.0197,2.0995,,,,0.0332,0.0256,0.0959,,,,0.0179,0.0203,1.9301,,,,0.0102,0.0194,0.3365,,
,0.0017,0.0057,1.1496,,,,0.0065,0.0466,0.3903,,,,0.0409,0.1927,0.3577,,,,0.0648,0.0023,0.3566,,
,0.0268,0.0427,0.3906,,,,0.0396,0.151,0.5047,,,,0.0963,0.0556,0.3582,,,,0.0818,0.0791,0.0001,,
,0.0506,0.9405,0.7953,,,,0.0807,0.0003,0.1479,,,,0.0563,0.0325,0.352,,,,0.0657,0.0445,0.0022,,
,0.0536,0.8117,3.2745,,,,0.0358,0.0898,0.6576,,,,0.1584,0.0192,0.1,,,,0.0433,0.0339,0.0757,,
,0.0549,0.7776,0.2066,,,,0.0826,0.0366,0.0437,,,,0.0243,0.1268,2.107,,,,0.016,0.1934,0.3205,,
,0.0883,0.0134,0.151,,,,0.0052,0.1049,8.0062,,,,0.0635,0.0453,0.0427,,,,0.0177,0.0186,0.0097,,
,0.048,0.2999,0.4364,,,,0.0583,0.1664,0.5455,,,,0.0354,0.0478,0.8549,,,,0.0371,0.0275,0.0052,,
,0.2047,0.026,0.0242,,,,0.0466,0.0071,0.0993,,,,0.015,0.0235,0.3417,,,,0.0543,0.0444,0.0006,,
,0.034,0.0065,0.1938,,,,0.0093,0.2729,0.4785,,,,0.0758,0.004,0.4758,,,,0.0118,0.0711,0.3395,,
,0.0212,0.2834,0.3035,,,,0.056,0.0996,8.0424,,,,0.012,0.0339,0.2224,,,,0.0771,0.1458,0.0068,,
,0.0257,0.0898,0.4374,,,,0.04,0.0168,0.133,,,,0.0927,0.0949,0.856,,,,0.0025,0.1864,0.4323,,
,0.0207,0.0113,0.636,,,,0.0019,0.081,0.4828,,,,0.025,0.1187,0.6813,,,,0.0503,0.0045,0.0029,,
,0.0103,0.0109,0.3645,,,,0.0256,0.067,20.0086,,,,0.0109,0.1088,0.0821,,,,0.0253,0.0042,0.015,,
,0.0218,0.015,0.2213,,,,0.016,0.0592,0.5949,,,,0.0131,0.176,0.614,,,,0.0899,0.1013,0.7658,,
,0.075,0.7011,0.1738,,,,0.0501,0.0609,0.3153,,,,0.0091,0.1403,0.4611,,,,0.0434,0.0473,0.4624,,
,0.0507,0.1104,3.2847,,,,0.0379,0.03,0.1354,,,,0.0038,0.025,0.8918,,,,0.0147,0.0175,0.0021,,
,0.0071,0.222,0.4452,,,,0.0279,0.0728,0.6266,,,,0.0111,0.1496,0.8604,,,,0.0303,0.0251,0.7513,,
,0.1494,0.0509,2.1084,,,,0.0144,0.0124,0.151,,,,0.0324,0.0116,0.8566,,,,0.0224,0.1959,0.3133,,
,0.0129,0.0746,0.1754,,,,0.0195,0.0113,0.504,,,,0.0331,0.1583,2.4727,,,,0.0632,0.1525,0.0004,,
,0.1773,0.0251,0.1794,,,,0.0883,0.0317,0.1404,,,,0.0183,0.0729,0.0543,,,,0.0093,0.1576,0.5022,,
,0.1363,0.0774,0.2085,,,,0.0076,0.2318,0.345,,,,0.0265,0.0959,0.047,,,,0.0103,0.059,0.0096,,
