N,2N,3N,I2
0.0949,0.1748,0.2632,0.1638
0.5068,0.3918,2.0576,0.009
0.3211,1.0798,0.2358,0.0519
5.9186,0.1074,0.0225,0.4106
2.6078,2.0685,0.0225,0.0085
0.32,1.1264,0.0329,0.0124
1.2136,0.385,0.2972,0.0004
1.2074,0.0067,0.053,0.0014
0.3919,0.0386,0.3499,0.1003
0.0013,0.1573,0.3079,0.0001
0.5866,0.6373,0.0062,0.057
1.2117,0.0024,0.0795,0.0746
0.17,0.3925,0.3491,0.0088
0.1451,0.4205,0.89,0.1622
1.5318,0.1687,0.3613,0.0078
0.3218,0.4152,0.019,0.0158
0.6308,0.4141,2.0653,0.0688
0.5903,1.1313,0.0305,0.0068
0.2747,2.1646,0.3037,0.0074
0.3263,0.2527,0.1598,0.0061
0.2782,0.6464,0.9438,0.0223
3.445,0.0989,0.3733,0.0116
1.2221,0.9402,1.4111,0.1236
0.6547,0.8305,0.0561,0.0082
0.318,0.0288,0.0785,0.106
0.3285,0.0315,0.4084,0.0085
0.7443,1.0981,0.0555,0.0033
1.2171,0.8357,0.0839,0.01
1.2195,0.1629,0.2727,0.0234
0.3229,0.017,0.0524,0.0017
1.2137,2.1834,0.4213,0.081
0.5882,1.167,0.1335,0.0014
0.1378,0.7299,0.4298,0.1163
0.3471,0.996,0.5166,0.1122
0.276,0.8301,0.5503,0.0109
0.2718,0.648,0.2445,0.0087
2.6267,0.4043,0.9375,0.0142
0.726,0.4037,0.082,0.0106
0.0692,0.0956,0.0815,0.4114
0.1087,0.0226,0.2473,0.0175
0.3249,0.0892,0.08,0.0004
0.0008,0.1147,0.0251,0.054
0.1589,0.4012,0.0431,0.0619
0.6537,1.166,0.0816,0.0022
1.8096,0.0313,0.426,0.0186
0.0011,1.5702,0.3627,0.018
0.0016,0.0188,0.0448,0.0102
0.8092,0.0777,0.0483,0.076
0.1371,0.1616,0.1526,0.3714
0.3263,0.2384,0.0214,0.0007
0.3066,0.4131,2.0345,0.3816
5.9676,0.1254,0.0341,0.0064
0.7901,0.6465,0.5502,0.001
1.4767,0.1651,0.3855,0.0128
0.345,0.0022,0.4105,0.0211
0.2749,0.0931,0.0225,0.2342
0.2957,1.2626,0.409,0.0201
6.0772,0.7224,0.0306,0.0012
0.7705,0.1624,0.0556,0.124
1.4786,2.8977,0.3659,0.006
0.3474,0.1189,0.0086,0.0087
0.0013,0.5621,0.0056,0.0107
0.3937,1.5434,0.0259,0.0938
0.2784,0.5405,0.0103,0.0104
0.7922,0.0729,0.3643,0.4019
0.2186,1.8847,0.031,0.0037
0.3966,0.077,0.0566,0.0543
0.3184,0.3598,0.2685,0.3813
3.4206,1.5151,0.2621,0.0013
0.0045,1.2308,0.008,0.0524
0.2777,0.2186,0.5502,0.0851
0.5882,0.7991,0.1493,0.004
0.1338,0.5946,0.0525,0.0635
3.4722,0.255,0.9737,0.01
0.5287,0.7166,0.0215,0.0515
0.5864,0.6228,0.0097,0.0097
0.5267,0.3017,0.073,0.0281
0.3214,0.5859,2.0339,0.0258
1.4652,0.0521,0.4223,0.296
0.0029,0.3551,0.0106,0.0033
0.094,0.1458,0.2448,0.1279
0.3258,0.529,0.0066,0.0003
0.3878,12.3586,0.5171,0.01
1.4845,2.4998,0.4094,0.0003
0.3481,0.1938,0.543,0.0082
0.2846,6.0293,0.0046,0.0994
0.2434,1.4959,0.9069,0.0519
1.4847,0.2644,0.0343,0.0163
1.489,0.4152,0.4406,0.0946
0.279,0.079,0.4107,0.0084
0.0423,0.169,0.0094,0.052
0.3219,0.3125,0.9828,0.0205
0.3224,1.5766,0.0498,0.0068
0.7894,0.5625,0.0343,0.0001
0.3234,0.2776,0.4961,0.0277
0.2946,1.0131,0.1266,0.3081
0.0512,0.4287,0.5315,0.0534
1.2201,0.5298,0.4188,0.0083
3.429,0.2221,0.4138,0.0015
0.3254,0.5394,2.0425,0.4207
0.0946,0.3676,0.067,0.0331
0.1294,1.9021,0.0263,0.0102
1.5245,0.1885,0.0483,0.0201
0.3243,0.4322,0.0094,0.3731
0.155,3.1695,0.5501,0.0025
3.4816,6.0142,0.9875,0.119
1.6522,3.478,0.1349,0.0006
0.293,1.2108,0.0089,0.0183
0.0022,0.7614,0.2693,0.0149
0.0165,0.5615,0.246,0.3758
0.2769,0.0383,2.0602,0.054
0.516,0.057,0.4506,0.0009
0.1374,0.3469,0.0063,0.1239
1.4806,0.0497,0.3267,0.4077
1.5162,0.0691,0.0704,0.0114
6.0943,0.3798,0.4213,0.0742
0.0013,0.2731,0.0253,0.061
0.2942,0.5342,0.5507,0.0607
0.3201,0.1316,0.4256,0.0266
1.0359,0.2146,0.0595,0.0462
0.3427,0.1348,0.1513,0.1876
0.3765,1.5652,0.2958,0.0073
0.0011,0.4224,0.0482,0.1128
2.3965,2.8862,2.0371,0.3031
0.001,0.7164,0.0075,0.0546
1.4765,2.4759,0.0229,0.0045
0.1486,0.2042,0.0483,0.0468
0.1591,0.1955,0.4435,0.0955
0.1986,0.0529,0.1595,0.0013
0.4484,0.328,0.9795,0.0054
0.3929,0.8808,0.0256,0.028
0.0751,1.8344,0.2782,0.0554
0.0835,0.1422,0.3461,0.0114
0.0953,0.1613,0.0318,0.0333
0.0811,0.2078,0.0282,0.0143
0.0807,0.0774,0.3353,0.008
0.4882,0.1439,0.0528,0.056
6.8833,0.5615,0.0304,0.072
0.0968,1.5276,0.9244,0.0515
0.8719,0.1322,0.5427,0.0053
0.3944,0.3505,0.0659,0.0055
0.7845,0.2525,0.4519,0.0449
1.0288,1.1204,0.3496,0.0105
0.0001,0.8614,0.0052,0.0162
0.2471,3.5068,0.0506,0.0185
0.6745,0.2083,0.3439,0.0016
0.1156,0.1353,0.0802,0.0042
0.0684,6.1054,2.0431,0.0124
6.6511,0.3046,0.9053,0.0112
0.5808,0.1332,0.9299,0.0142
0.0045,0.2056,0.0224,0.0913
0.0129,0.1554,0.0045,0.1283
0.5811,1.5381,0.1605,0.0774
6.6713,0.0786,0.0549,0.0086
0.3933,0.7608,0.5424,0.0148
0.0163,0.0608,0.011,0.4153
0.0148,0.1665,0.2637,0.382
1.4923,0.7616,0.0089,0.3865
0.4537,0.212,0.0472,0.0613
0.0763,0.1626,0.0269,0.3833
0.0158,0.3549,0.1551,0.0013
0.0929,0.2793,0.0074,0.0091
0.072,0.5287,1.4125,0.0193
0.6749,9.9117,0.3044,0.0158
0.7844,0.7609,1.4108,0.0173
0.0176,0.1993,0.4944,0.0065
0.4542,0.1485,0.9172,0.4119
0.0155,0.5348,0.5505,0.0183
0.3947,2.895,0.0318,0.2224
0.0092,0.2772,0.3459,0.0965
0.08,0.3021,0.0536,0.0099
0.1542,0.1319,0.0096,0.1148
0.9783,0.5329,0.0797,0.0198
0.0201,0.0877,0.3442,0.0543
0.1311,0.1565,0.3863,0.0579
3.8619,0.4237,0.9133,0.0044
0.253,0.363,0.3504,0.0265
0.0865,1.152,0.0783,0.0017
0.2683,0.533,0.159,0.0083
0.0037,2.8831,0.0546,0.0561
1.5092,0.284,0.428,0.0071
0.6739,0.2442,0.4876,0.0243
0.1727,3.46,0.0435,0.0258
0.0601,2.8904,0.4563,0.0028
0.1013,0.1325,0.9295,0.0065
0.082,0.7614,0.0394,0.3725
0.4871,0.1336,0.0638,0.0194
0.3939,0.535,0.0887,0.0012
1.561,0.5434,0.0645,0.0084
1.5641,0.0644,0.9444,0.0728
0.8561,0.4256,0.2684,0.0019
0.9801,0.4975,0.0248,0.0996
6.9263,3.65,0.0275,0.0343
0.6732,0.7162,0.0307,0.4066
0.0143,0.3956,0.2659,0.0695
0.2585,0.7611,0.0091,0.0019
0.0007,0.2762,0.0577,0.0536
0.4896,0.3428,0.059,0.0544
0.2152,2.2253,0.1402,0.1599
0.3956,0.1037,0.1404,0.124
0.7693,0.1491,0.3471,0.1304
0.1132,7.4899,0.3451,0.0129
0.3952,0.0473,0.0369,0.0543
3.9073,0.0877,0.0569,0.1027
1.5528,3.5942,0.1612,0.1178
0.6743,0.5264,0.006,0.0523
0.2343,0.2502,0.9663,0.0526
0.1207,0.0306,0.1544,0.0085
1.5563,0.7222,0.3505,0.0088
0.0766,2.2736,0.919,0.0527
0.5804,1.3235,0.2476,0.0185
0.0015,0.5625,0.5428,0.0142
0.7566,0.5926,0.1598,0.0597
0.0199,0.0557,0.0084,0.1065
0.0926,0.5264,0.9851,0.0016
3.9775,0.1014,0.0227,0.0006
6.8825,0.3377,0.023,0.0092
0.1044,1.1866,0.5433,0.0535
1.5916,0.5909,0.9893,0.1079
3.9817,2.8805,0.344,0.0123
0.2196,0.2397,0.0794,0.1063
0.2004,0.5901,0.0574,0.1286
0.0662,0.207,0.0496,0.0322
0.0154,2.8844,0.0103,0.0017
0.4778,0.0375,0.9654,0.0101
0.3135,0.1135,0.41,0.004
1.571,0.7524,0.302,0.0071
0.0651,0.7238,0.0272,0.0202
0.2475,0.4243,2.0352,0.1853
0.0763,3.1713,0.0636,0.0566
0.8709,0.3549,0.1457,0.001
0.0589,0.1942,0.0539,0.0546
0.2143,0.1458,0.5434,0.0043
0.0005,0.5386,0.0533,0.2999
0.003,0.143,0.0064,0.0163
0.9809,0.5347,0.9671,0.072
0.4763,0.0637,2.0776,0.1797
1.5944,0.2787,0.1532,0.0037
0.018,0.5427,0.0465,0.0071
0.1188,0.3558,0.1567,0.0176
0.1252,0.2122,0.0575,0.0123
0.4605,0.0215,0.9033,0.0176
0.4853,0.059,0.0848,0.0988
1.1962,0.1541,0.0533,0.0981
1.2234,0.2695,0.3443,0.1235
0.456,1.2167,0.0097,0.0129
0.2491,0.3549,0.0242,0.0076
0.1659,0.0375,0.9733,0.0093
0.0731,1.698,0.549,0.055
0.0452,0.0706,0.2605,0.024
0.4765,0.5621,0.0944,0.2855
0.4552,0.5628,0.0071,0.0531
0.0983,0.3584,0.0686,0.3737
0.3397,0.3164,0.0062,0.0086
0.0147,0.1309,0.3387,0.005
0.2557,0.1754,0.0551,0.002
0.4898,0.5889,0.0068,0.3799
0.0919,0.5622,0.4278,0.0308
0.6751,0.0751,0.2689,0.0531
0.7848,3.5564,0.0064,0.0009
0.0154,0.1311,0.3415,0.0129
0.9647,0.5906,0.2695,0.1297
0.1192,0.0688,0.2458,0.054
0.0802,0.7508,0.4086,0.016
0.1993,0.3187,0.9941,0.3761
0.0124,3.4591,0.0101,0.0374
6.8701,1.0849,0.0267,0.0146
1.571,0.1434,0.0245,0.0093
0.0863,0.1313,0.0922,0.0023
0.4516,1.4866,2.0355,0.0799
0.0761,0.1603,0.0546,0.0727
0.0045,0.3002,0.5493,0.0938
0.0201,0.4295,0.0891,0.0003
0.4598,0.625,0.5502,0.0007
0.9277,0.3316,0.9851,0.0088
0.0768,0.7234,0.1566,0.0526
0.1984,0.5438,1.4211,0.0003
0.0374,0.0698,0.2618,0.0532
3.8616,0.0745,0.1485,0.0503
0.0974,0.4173,0.1395,0.0184
0.0148,0.8749,0.2478,0.0018
1.4926,0.2723,0.0336,0.3908
0.7851,1.6943,0.4211,0.0003
0.7643,6.0369,0.3428,0.0201
0.1977,0.0724,0.0587,0.0065
0.5798,0.6547,0.0399,0.0529
0.022,7.3593,0.4519,0.2834
0.0814,0.2815,0.0297,0.1079
0.3445,0.1479,0.0629,0.0008
0.0146,0.2862,0.0846,0.0181
0.4582,0.2806,2.0325,0.0017
1.0093,0.9065,0.0556,0.0142
0.8211,0.7523,1.4072,0.0598
0.4553,0.8212,0.2456,0.0191
0.0655,0.6589,0.0564,0.0068
0.0444,0.1404,0.0819,0.2361
0.9774,0.0431,0.004,0.4032
0.1799,0.3534,0.0233,0.0722
0.1133,0.549,0.0159,0.0037
0.2417,0.5298,0.5104,0.0017
0.9827,0.2446,0.0548,0.0077
0.2563,0.1322,0.2463,0.0024
0.0979,3.1573,0.1509,0.2143
3.8707,0.1213,0.0072,0.3212
0.079,0.2761,0.5496,0.4071
0.2183,1.6341,0.047,0.0229
0.0023,3.5964,0.3658,0.0088
0.3283,0.7219,0.1387,0.0122
6.8864,0.368,0.4563,0.0065
3.8881,0.3969,0.0661,0.0007
0.0828,0.3354,0.4403,0.0208
6.84,0.5912,0.4289,0.1273
0.1141,0.147,0.5425,0.0032
0.486,0.0754,0.0272,0.0621
0.0884,0.4315,0.9483,0.0286
0.2003,0.4246,0.2483,0.0007
0.891,0.5276,0.965,0.0001
0.066,0.1948,0.2692,0.0006
0.273,1.5388,0.0588,0.0172
0.4494,2.4845,0.3733,0.0981
0.0357,0.5391,0.0264,0.0283
0.0924,0.8447,0.1578,0.0118
0.3043,0.133,0.0268,0.0022
0.0979,0.5226,0.0214,0.4056
0.0159,0.2285,0.0823,0.0195
0.08,0.7529,0.4111,0.0075
0.0001,0.4262,0.5241,0.0086
0.0001,0.7226,0.3801,0.0132
0.3387,0.4307,0.0718,0.1272
1.4664,0.2284,0.2452,0.0069
0.0129,0.4257,2.072,0.0314
0.58,10.1895,0.5498,0.1049
3.9342,0.534,0.8835,0.0028
0.0009,3.6598,0.0222,0.0098
0.1215,2.8828,0.1565,0.0061
0.3237,0.1324,0.0805,0.0497
0.3938,1.5844,0.3426,0.0197
0.1198,3.527,0.0578,0.0059
3.9228,0.0463,0.5435,0.0188
0.0151,0.1308,0.0072,0.0955
0.0142,1.1552,0.451,0.0016
0.2499,12.4803,1.4286,0.0008
6.6695,0.2537,0.0052,0.1241
0.5798,0.2352,2.0367,0.0233
6.742,1.0873,0.0285,0.0031
0.1681,1.8333,0.486,0.2406
0.0037,0.1484,0.0897,0.0169
0.2019,0.5238,0.0286,0.0496
1.002,0.1628,0.9047,0.0078
0.4787,0.53,0.4334,0.0088
0.0894,0.0719,0.0311,0.0771
0.1981,0.2825,1.4182,0.0539
0.0347,0.1324,0.1009,0.0569
0.1209,0.5617,0.0244,0.0844
0.2022,0.7505,0.0789,0.0065
1.5071,0.2785,0.1586,0.017
0.0129,0.0684,0.1578,0.1179
0.0127,2.4823,0.0257,0.0225
0.9824,0.2811,0.0254,0.1129
0.4764,0.3596,0.1553,0.022
6.9036,0.0842,0.0777,0.0028
0.4554,0.3022,0.0077,0.0071
0.0103,0.1716,0.5418,0.054
0.1187,0.2127,0.437,0.4121
0.7397,0.6299,0.0049,0.3143
0.4913,0.1459,0.0262,0.019
0.2251,2.8948,1.4135,0.0379
0.0793,0.2161,0.025,0.0165
0.0531,0.0828,0.5434,0.3843
0.1245,0.7249,0.9716,0.0625
1.541,0.2994,0.0552,0.0977
0.253,1.4937,0.5216,0.0531
1.4989,0.1485,0.0131,0.0206
0.0039,0.1403,0.0551,0.0148
0.2678,1.1205,2.0516,0.0353
0.449,0.2318,0.01,0.0054
0.2438,0.1336,0.1564,0.0558
0.246,0.1312,0.9667,0.0536
0.4656,0.1465,0.3339,0.0019
0.0051,0.429,0.0548,0.0443
1.0084,1.8333,0.0875,0.3194
0.4631,0.6007,1.4043,0.0537
1.2624,0.7528,1.4057,0.1273
0.0002,0.3336,0.4102,0.0154
0.0044,1.0906,0.4367,0.0035
0.0169,0.7524,0.2358,0.0007
0.6748,0.5976,0.4663,0.0069
0.0682,0.5345,0.0465,0.2072
0.9801,0.529,0.4208,0.0022
0.1013,3.1724,0.0227,0.0087
0.068,0.2476,0.4093,0.0801
0.0291,0.5991,0.0737,0.0608
0.1035,0.4854,0.3754,0.0155
0.2367,0.5154,0.0239,0.0132
0.5806,5.9254,0.3409,0.0986
0.0147,0.5938,0.1161,0.0815
0.3043,0.5619,0.0265,0.0097
0.0851,1.8858,0.2631,0.0172
0.0651,3.6012,0.0141,0.0084
0.2167,0.2851,0.9301,0.0009
0.485,0.5129,0.1608,0.0675
0.0973,1.1241,0.2452,0.0086
0.1593,0.5348,0.2849,0.0111
0.2471,0.429,0.0227,0.0197
0.4485,1.9911,0.0244,0.3855
0.0367,0.1472,0.0704,0.0123
0.2468,0.3501,0.0269,0.0655
0.2492,0.7526,0.1479,0.0233
1.5862,1.5301,0.1567,0.3876
0.2181,12.1216,0.3467,0.0115
0.0128,0.2818,0.0622,0.0057
0.075,0.3613,0.0299,0.2253
0.0693,0.5327,0.4091,0.1158
1.5426,0.2124,0.2452,0.415
0.4782,0.5339,2.0326,0.0198
0.785,0.5441,0.0317,0.0061
0.2468,0.5283,0.0558,0.0547
0.0165,6.0324,0.2468,0.3771
0.0211,5.9315,0.2752,0.2063
0.0986,0.721,0.1371,0.4098
0.1986,0.1325,1.4118,0.0094
1.2502,0.3954,0.239,0.0159
0.3503,0.4299,0.154,0.0994
3.8365,0.0324,0.0103,0.0034
0.1139,0.5983,0.0494,0.3096
0.2463,0.5981,0.2952,0.0593
0.0538,0.1341,0.2684,0.0091
1.5888,0.0701,0.3654,0.0324
0.167,0.1324,0.3564,0.0621
6.6776,0.1476,0.4415,0.0059
0.6738,0.5506,0.0258,0.0141
0.454,0.0687,0.0303,0.0017
0.0153,0.0697,0.2471,0.3763
0.1704,0.2152,0.0261,0.0611
0.0199,0.461,0.0573,0.0014
0.3943,2.5061,0.0263,0.4099
0.0185,0.427,0.3379,0.0007
0.0163,0.4144,0.0042,0.0011
0.2649,0.2086,0.091,0.0255
1.584,1.4959,0.2486,0.0114
0.1991,2.105,0.232,0.015
0.2006,0.5204,0.1578,0.2841
1.5694,1.493,0.3493,0.0011
0.453,0.1885,0.1624,0.4151
0.4633,0.1212,0.0575,0.3074
0.0197,0.5419,0.0919,0.0111
0.2159,0.2661,0.0265,0.4086
0.8627,1.9842,0.4336,0.0008
0.0037,0.5336,0.5491,0.0064
0.078,0.1481,0.5422,0.0895
0.217,3.179,0.0534,0.0142
0.0501,0.154,0.4197,0.009
0.4632,0.0747,0.0235,0.0346
0.9212,0.2387,0.9639,0.0738
0.4659,1.8684,0.0039,0.0005
0.3951,0.1628,0.0392,0.0476
0.2182,2.4832,0.0206,0.0156
0.0015,0.5427,0.0085,0.1149
0.2164,7.3616,0.2688,0.1159
0.0168,0.7524,0.005,0.0544
0.0164,0.0597,0.3491,0.01
0.0431,0.7158,0.2481,0.009
0.1711,3.5226,0.1572,0.0842
0.1775,0.5913,0.0577,0.2184
0.4853,0.1523,0.0558,0.0002
0.088,0.1536,0.4213,0.0057
0.018,0.2786,0.266,0.0239
0.9753,0.4303,0.0864,0.0003
0.0206,0.3469,0.5434,0.4173
0.0913,0.5486,0.0559,0.0057
0.0406,0.5413,0.0522,0.0032
3.9627,0.0725,0.4104,0.0013
0.0581,0.2841,0.0096,0.0022
0.0168,0.126,0.5221,0.0005
0.4574,1.1195,0.2678,0.2174
0.7813,1.0844,0.1536,0.0061
6.7076,0.5935,1.4216,0.0675
0.7735,0.3614,2.0679,0.0745
0.001,0.1362,0.1633,0.3103
0.1184,1.7232,0.0069,0.0043
0.0155,0.1104,0.0558,0.0112
0.8827,2.4804,0.0253,0.0259
0.0157,0.1308,0.4146,0.2894
0.0155,0.5408,0.0261,0.3154
0.1041,1.4952,0.4131,0.1793
3.9355,1.0441,0.4092,0.3198
0.2697,0.3637,0.0277,0.0115
0.1035,0.534,0.3751,0.0326
0.1162,1.4288,0.2664,0.0169
0.088,0.7218,0.5508,0.0003
1.2183,1.534,0.0313,0.0523
1.2075,0.3608,0.0782,0.0123
6.661,0.3604,0.0551,0.0156
0.8526,0.1697,0.0254,0.0097
0.066,1.2321,0.0515,0.0191
0.675,0.5889,0.246,0.0515
1.2676,0.4262,1.4253,0.001
0.478,0.1203,0.027,0.3787
0.3476,0.4589,0.4893,0.0326
0.2493,0.7271,0.0381,0.404
0.0133,0.1357,0.4201,0.0269
0.0154,0.1509,1.4156,0.0325
0.2169,3.4747,0.3496,0.0477
0.0875,0.1398,0.2408,0.0152
0.9837,0.3282,0.4338,0.0009
0.5804,3.6483,0.0076,0.0068
0.0989,0.366,0.1569,0.0288
0.7847,0.1964,0.2446,0.1328
0.015,5.9002,0.0327,0.0257
0.1974,0.1462,0.2816,0.0182
0.4547,0.1485,0.007,0.0032
0.0533,0.7205,0.2648,0.0167
0.2859,3.6024,0.024,0.0627
0.4883,0.5355,0.0244,0.0024
0.0108,0.5266,0.9033,0.0536
1.6058,0.2551,0.4104,0.0534
0.2787,0.5628,0.0091,0.4089
0.1663,0.3027,0.0273,0.1159
0.0166,0.7612,0.0225,0.2259
0.0176,1.5593,0.1385,0.0043
1.5708,0.0466,0.0268,0.0281
0.0613,0.5166,0.021,0.0035
0.5814,0.2068,0.3332,0.3003
0.2888,3.6699,0.0531,0.0017
0.3181,0.2306,0.0112,0.0014
0.4533,0.0697,0.3658,0.0977
0.0201,1.9826,0.084,0.018
0.1181,0.146,0.0313,0.0086
0.016,0.4843,0.0322,0.0183
0.0138,1.0333,0.0095,0.0047
0.0931,0.3635,0.9365,0.0645
6.6552,0.5355,0.4444,0.0165
0.7481,0.1472,0.0101,0.0001
6.7506,0.0718,0.5503,0.1189
0.786,0.1397,0.5089,0.0088
0.0162,0.7221,0.2983,0.0077
0.064,3.4593,0.0078,0.0517
0.0816,0.753,0.2963,0.0166
0.5799,0.5617,0.0039,0.1714
0.3926,0.7537,0.4341,0.1813
0.2154,1.8815,0.0809,0.012
1.2086,1.0833,0.0686,0.0684
0.2491,0.014,0.5183,0.3727
0.0218,1.5433,0.9104,0.0221
0.3942,0.4291,0.1577,0.0266
0.074,0.232,0.2972,0.0129
0.0283,1.8371,0.1525,0.0571
0.0908,1.8482,0.0088,0.0281
1.5586,1.5867,0.0033,0.0188
0.464,0.2061,0.4208,0.0121
0.015,2.0184,0.0087,0.1147
0.3939,0.7608,0.2799,0.0873
0.6747,0.1323,0.1352,0.0178
0.3938,0.0581,1.408,0.0225
1.5775,7.3913,0.9328,0.1115
0.098,0.1505,0.2676,0.1078
3.9332,0.4529,0.3353,0.0078
0.2589,0.4241,0.0102,0.057
0.6742,0.3445,0.1355,0.0215
0.1569,0.0502,0.1544,0.0148
6.7165,0.2079,0.0234,0.0346
0.3283,0.0517,0.9181,0.0246
0.0072,0.1695,0.0392,0.1261
0.0193,0.9459,0.0079,0.0085
0.0837,3.5732,0.4361,0.1069
0.7843,0.2847,0.2445,0.0026
0.1089,0.5347,0.5503,0.1224
0.2142,0.2808,0.0924,0.0133
0.0172,0.1469,0.0288,0.0167
0.045,5.8942,0.3667,0.0066
0.2479,0.3981,0.5501,0.0549
0.0951,0.35,0.4201,0.0139
0.0915,0.1281,0.1596,0.0002
0.114,10.2154,0.1369,0.4013
0.2586,2.4821,0.3547,0.0557
0.07,7.4899,0.5431,0.0563
0.1572,1.6077,0.0239,0.0518
0.0208,0.5624,2.0297,0.1204
0.3941,3.5053,0.0707,0.0197
0.0937,0.0526,0.0104,0.0722
0.0157,0.5383,0.2344,0.0201
0.0969,0.4267,0.4187,0.0002
6.9083,0.7539,0.4196,0.057
0.3945,0.9209,0.0535,0.015
6.664,0.3163,0.009,0.0085
0.0129,0.1547,0.4222,0.0027
0.0384,0.5628,0.086,0.0531
0.2483,0.7521,0.0043,0.0812
0.0217,0.7536,0.927,0.1218
0.0149,0.0264,0.5353,0.0086
0.8541,1.1932,0.4341,0.0052
0.0005,0.4164,0.0335,0.3857
0.0143,3.1745,0.2712,0.045
0.4593,0.3742,0.2515,0.0089
0.2966,0.2064,0.4236,0.0201
0.1041,1.6805,0.3675,0.0064
0.2404,1.5286,0.0613,0.0018
0.4879,0.3014,0.5126,0.0557
0.7571,1.1208,0.1604,0.0083
0.2488,1.2477,0.9641,0.0329
0.5804,0.3952,0.4535,0.0019
0.1137,0.4494,0.0739,0.1681
0.0017,0.1901,0.0263,0.0024
0.4654,0.2999,0.2486,0.0111
0.0097,1.1203,0.0236,0.1154
0.4767,0.058,0.054,0.0119
0.0897,0.292,0.0246,0.0003
0.8481,0.2193,0.0526,0.0157
1.0041,0.0698,0.4212,0.0007
0.4499,0.3255,0.0243,0.0576
0.0145,0.7204,0.2736,0.0594
0.0051,0.3658,0.4199,0.0254
1.5859,0.3547,2.054,0.0082
0.0854,0.072,0.2705,0.0099
0.2009,0.2086,0.0571,0.0094
0.4769,0.7614,0.0523,0.0013
0.7753,0.5175,0.0082,0.0059
0.2141,0.3384,0.0285,0.0207
6.718,0.7166,0.4213,0.0026
6.8946,0.2606,0.3482,0.008
0.1566,0.0525,0.5425,0.0563
0.4554,0.4278,0.2484,0.311
0.0034,0.1507,0.039,0.0524
1.2503,0.7524,0.2477,0.0303
0.0428,0.3435,0.3394,0.0083
0.0908,0.4143,0.1225,0.0091
3.9215,0.5867,0.0243,0.0541
0.0016,3.4983,0.9729,0.0117
0.0041,0.2506,0.0543,0.0229
0.0751,3.1864,0.0454,0.0533
0.5801,0.7607,0.1587,0.0023
0.4521,0.0731,0.0082,0.3803
0.4567,0.0334,0.0522,0.3165
0.0386,0.3671,0.2475,0.1215
0.004,0.0471,0.0087,0.0609
0.4597,0.5614,0.0072,0.4062
0.7848,0.3981,0.2676,0.0003
0.0545,2.1533,0.1577,0.0185
0.0028,0.7179,2.0537,0.009
0.2169,0.3409,0.3471,0.0198
0.0227,1.0866,0.4207,0.1159
0.0027,0.5134,0.9041,0.0554
0.2476,0.7235,0.0313,0.0004
0.1137,1.5367,0.0071,0.0022
0.1292,0.7194,0.056,0.0155
3.9,0.3721,0.0215,0.0007
1.6038,0.2014,0.3493,0.0001
1.5473,1.8319,0.2682,0.016
0.486,1.8898,0.4568,0.0518
0.449,0.7537,0.9832,0.008
0.9822,0.3562,0.0802,0.0359
0.4876,0.3985,0.0043,0.1075
0.0144,0.1986,0.2053,0.0077
0.0049,0.5221,0.0622,0.266
0.5815,3.4606,0.0689,0.0002
0.4628,0.2277,0.5491,0.003
0.6753,1.8379,0.0276,0.176
0.1193,0.5884,0.107,0.02
1.2514,0.0483,0.0949,0.0095
0.0927,3.1659,0.0553,0.0068
0.2003,1.8463,0.0266,0.0172
0.0086,0.7214,0.1523,0.1321
0.1017,2.4897,0.3518,0.0715
0.5806,0.7604,0.0804,0.0109
0.2636,0.5298,0.0064,0.0199
0.0396,0.4305,0.5503,0.0294
0.1657,7.2078,0.0221,0.0311
0.0143,0.1693,0.3426,0.0099
0.2166,1.6718,0.5193,0.0006
0.2481,0.053,0.9729,0.0584
0.6744,1.1584,0.0308,0.4032
0.1261,2.5006,0.0553,0.0636
0.1781,0.1644,0.0523,0.0057
0.0163,0.3788,0.0454,0.1018
0.1168,0.2097,0.1379,0.0177
0.014,0.2116,0.0868,0.1117
0.4849,0.0612,0.1568,0.088
0.2183,0.7535,0.3691,0.0542
0.5808,0.1251,0.4205,0.033
0.3355,0.4152,0.0055,0.01
0.0172,0.2995,0.3441,0.0478
0.0167,0.8437,0.9318,0.0136
0.6743,9.919,2.0633,0.0181
0.2732,0.5336,0.017,0.0211
0.7887,0.3053,2.0492,0.0098
0.0904,0.1334,0.4212,0.019
0.5799,0.0486,0.2237,0.0754
0.0015,1.8633,0.1338,0.0542
0.0003,0.0734,0.4283,0.2278
0.0757,0.1396,0.4889,0.0024
0.2572,0.3505,0.1358,0.2206
0.0874,0.0475,0.0264,0.0188
0.0705,0.1404,0.3646,0.008
0.8653,0.5213,0.3597,0.0084
0.2002,0.8548,0.5164,0.0758
0.0161,0.2085,0.0577,0.0305
0.2406,3.6687,0.0086,0.0247
0.1547,1.5666,0.055,0.0577
0.4744,0.368,0.0415,0.0026
0.0375,3.6748,0.542,0.1643
0.0162,0.5621,0.0058,0.0113
1.0301,0.5626,0.4203,0.0469
0.0703,0.912,0.9806,0.0214
0.0156,1.0854,1.4122,0.2429
3.8899,1.2095,0.0307,0.2643
1.0288,0.2452,0.0254,0.4035
0.0651,0.1479,0.0613,0.0518
0.5811,0.0771,0.0788,0.007
0.0846,0.5278,0.008,0.1137
0.8947,0.7527,2.0547,0.0037
0.0029,0.3556,0.0532,0.0538
0.7843,3.177,0.0098,0.0087
