N,2N,3N,I2
0.4604,0.0695,0.0728,0.0036
0.298,0.5158,1.1445,0.0789
0.0145,0.0851,0.8844,0.0004
0.1562,0.1362,0.8577,0.0036
0.0899,0.4888,1.8934,0.4658
0.2007,0.1146,2.1086,0.0001
0.3215,0.5046,0.6817,0.0187
0.4583,0.1007,0.4681,0.0061
1.2817,0.0728,0.1307,0.0091
0.6738,0.3165,0.0155,0.0005
3.2855,0.1276,0.114,0.5008
0.0055,8.1863,0.0486,0.3626
0.7954,0.5163,0.1049,0.002
0.1032,0.0999,0.5077,0.0002
0.0777,0.4012,0.3458,0.747
0.7308,0.0437,0.196,0.3204
0.1914,0.0667,2.4772,0.002
0.2933,7.0274,0.3061,0.0026
0.0017,0.032,0.0009,0.0343
0.6739,0.5047,0.1332,0.0997
2.1418,0.0255,0.4865,0.0961
0.3172,0.1364,0.8889,0.0053
0.2816,0.3477,0.4639,0.4982
0.192,0.5044,0.0592,0.0063
0.025,0.3106,0.2906,0.0149
0.1766,0.4835,0.0135,0.1792
0.0089,0.1059,0.5107,0.0338
0.2238,0.0974,0.8959,0.0147
1.0037,0.1654,0.13,0.0073
0.1021,0.0473,0.4613,0.0025
0.4402,0.5027,0.0152,0.0726
11.2497,0.503,0.0624,0.3583
0.3267,7.0417,0.8893,0.0086
0.3165,0.4885,0.3298,0.4951
0.003,0.1375,0.7731,0.3511
0.0897,8.2346,0.46,0.1447
0.1724,0.4853,0.341,0.0022
0.2955,0.4876,1.122,0.5152
0.0166,0.486,0.4801,0.0591
0.3609,0.1342,0.1952,0.0046
0.0336,0.5159,0.3015,0.0088
0.6731,0.3172,0.016,0.0215
3.5341,0.6548,0.1052,0.8318
1.1601,0.1144,0.4174,0.0003
1.1051,0.3972,0.4183,0.0157
0.2003,0.1722,0.3321,0.0932
0.2833,0.4883,0.0136,0.76
0.5473,0.101,0.1107,0.0336
0.0014,0.5997,0.7671,0.0008
1.2318,0.6583,0.3437,0.4051
11.0515,0.517,0.3668,0.005
0.228,0.1137,0.3017,0.1077
0.0014,0.0996,0.7721,0.008
0.3128,0.1166,0.3567,0.0094
3.2479,19.7338,0.0946,0.0046
0.2185,0.1419,2.1073,0.0047
0.2949,0.0403,0.2974,0.0018
0.8271,0.1154,0.462,0.1124
2.0396,19.2835,0.8863,0
1.0865,19.1756,2.467,0.0003
0.2067,0.1156,1.1175,0.3379
0.3,0.0494,0.1817,0.0238
1.1149,0.516,0.119,0.7614
0.1159,0.6581,0.4636,0.0776
0.4474,0.5029,0.2911,0.033
0.6132,0.5759,0.1189,0.0138
1.2845,0.1022,2.4698,0.0039
0.8273,0.1443,0.2004,0.0258
0.0926,0.4804,0.3674,0.0325
3.2727,0.062,0.6113,0.1365
2.0722,0.3925,0.8516,0.0056
3.2631,0.0983,0.4801,0.0005
10.9774,0.5044,2.456,0.0077
0.0287,0.1,0.7673,0.0122
2.1668,0.5146,0.8907,0.7535
0.6733,0.1587,0.0399,0.1078
1.1852,0.5446,0.019,0.0073
0.0181,0.4817,0.3026,0.4595
3.2412,19.4682,0.0668,0.001
2.1741,1.3623,0.167,0.0198
0.1992,0.0423,0.8898,0.0093
0.291,0.517,0.3098,0.1136
2.1859,0.101,0.6822,0.0059
0.3146,7.9736,0.671,0.5168
0.0925,0.117,0.3479,0.8153
0.1926,0.5439,0.1098,0.1033
1.1719,0.0403,0.4189,0.0011
0.614,0.095,0.0049,0.0779
0.1856,0.4865,0.6111,0.1754
1.1791,0.545,1.0994,0.0011
3.279,1.3253,0.3812,0.1017
1.2011,0.0797,0.1716,0.0166
0.2817,0.1145,0.1004,0.4016
0.8024,0.4801,0.5049,0.0098
0.015,1.2047,0.0141,0.0033
0.0087,0.6365,0.0134,0.0091
2.1662,0.4793,0.1799,0.0724
0.2953,0.1584,0.0699,0.1259
0.0027,0.5148,0.0461,0.7881
0.0062,0.0407,2.4692,0.0348
0.0007,0.1004,0.2099,0.0009
0.32,0.1036,0.359,0.0015
2.1143,0.4252,0.479,0.0393
0.4375,0.1615,0.1757,0.0077
0.2956,0.0985,0.4786,0.3431
0.2828,0.1025,0.0963,0.3325
0.6139,8.0956,2.1129,0.4125
0.0155,0.2086,0.8984,0.0277
3.2815,0.4858,0.1202,0.0924
0.8017,0.477,0.0447,0.7565
0.3911,0.3174,0.0457,0.5045
0.0363,0.5976,0.0063,0.0078
0.0197,0.1369,1.1244,0.0065
0.6738,0.0784,0.3255,0.0077
0.0128,19.4012,0.8924,0.1732
0.1836,0.399,0.475,0.3105
0.6378,0.1009,0.2317,0.0773
0.1889,0.1658,0.48,0.0057
0.3597,0.138,0.3923,0.3426
0.1284,0.0562,0.3355,0.0007
0.8018,0.1306,0.0051,0.7584
0.1013,0.0537,0.4782,0.0089
0.5317,1.1929,0.0175,0.0526
11.3375,0.1082,0.8995,0
3.1891,0.1146,0.4798,0.1145
0.1069,0.1482,0.4638,0.0009
0.0772,0.1467,0.3705,0.0963
0.4825,0.3187,0.3876,0.099
0.3551,0.3444,0.4179,0.0097
1.0152,0.1121,0.8502,0.075
0.8274,0.4866,0.177,0.0983
2.1717,0.1362,0.1182,0.0068
1.285,0.4858,0.3814,0.0021
0.1711,7.9915,0.8575,0.0765
0.6737,8.031,0.8987,0.0357
0.3021,0.1154,0.2984,0.0009
0.3663,0.4365,0.3799,0.3153
0.6723,0.5436,0.1745,0.0328
0.3948,0.0784,0.4716,0.1028
0.1557,0.3232,0.2968,0.007
0.6732,0.3203,0.4613,0.7682
0.3127,0.1544,0.0243,0.4113
0.6738,8.0087,2.4735,0.7499
0.0102,1.2253,0.1209,0.0112
3.2471,0.1758,0.2048,0.0389
0.0015,0.4003,2.4647,0.0128
0.2954,0.1422,1.1992,0.0019
0.6742,0.651,0.3883,0.0078
0.2429,0.5045,0.1045,0.0095
0.3725,0.0816,0.4995,0.0328
0.0012,0.4812,1.2225,0.0061
0.0017,0.5436,0.4801,0.7878
0.0831,0.6042,1.2134,0.0025
0.2309,0.5153,0.8951,0.4217
0.6375,0.0242,0.4613,0.1399
0.2521,1.3475,0.5033,0.0072
2.0061,20.1395,0.0153,0.0044
0.3112,1.1924,0.0927,0.0151
0.0039,0.1351,1.1906,0.0006
2.1613,0.1555,0.8612,0.5009
0.3249,0.1919,2.4874,0.0011
1.1745,0.0992,0.1752,0.0301
0.2825,0.4877,2.1102,0.0005
0.1743,0.1629,0.4784,0.0767
0.0047,0.4007,0.3277,0.0096
0.6732,19.7582,2.1221,0.0071
11.3034,0.5027,0.1045,0.4706
3.4478,0.66,0.0992,0.04
0.6146,0.5017,0.89,0.0086
0.3011,0.1118,0.0154,0.0793
0.12,0.1979,0.1976,0.4148
0.1782,0.0471,0.3789,0.0032
0.8018,0.4801,0.4634,0.0679
0.3909,8.2607,1.2182,0.031
0.0119,0.1134,0.4794,0.0002
2.0487,0.0997,0.015,0.3603
0.8267,0.6541,0.186,0.0121
0.6143,1.3405,0.2215,0.0019
0.6373,0.3429,0.046,0.0731
0.674,0.5025,0.7662,0.389
0.3929,0.5033,0.0925,0.0001
0.1776,0.0782,0.4625,0.0347
0.6379,0.0806,0.0413,0.1091
0.8273,0.5446,0.349,0.517
0.185,0.147,2.4526,0.3905
0.1776,1.3939,0.4719,0.0189
0.2947,0.104,0.2652,0.0215
0.0865,0.4871,0.3317,0.0019
0.0942,1.352,0.1402,0.0153
2.1262,1.3373,0.2635,0.0917
0.6151,0.5044,2.4749,0.3236
0.158,0.6608,0.193,0.0096
0.371,0.651,0.0845,0.0794
2.1019,0.4246,0.1116,0.0077
0.3174,0.1982,0.6829,0.0022
0.442,0.5864,0.0449,0.0033
3.4249,0.545,1.2313,0.0998
0.8266,7.1457,0.0709,0.0039
0.0014,0.5039,0.0463,0.3564
0.6228,0.5036,0.3095,0.5127
1.2887,0.5027,0.1115,0.0084
0.6314,0.1465,0.0163,0.3338
0.2425,7.0793,0.6819,0.0722
0.1795,0.4203,0.388,0.004
0.6135,0.1373,1.1147,0.316
0.827,0.1447,0.133,0.0215
0.3715,0.5026,0.4786,0.0051
0.1996,0.5157,0.8986,0.0006
1.0148,0.488,0.8881,0.0116
11.0253,1.2351,0.3892,0.0016
1.1736,0.1418,2.477,0.0029
0.4397,0.5149,0.3525,0.0105
0.3691,0.4767,0.2654,0.7757
1.1105,0.488,0.0439,0.0073
0.7954,0.4782,0.4798,0.0006
0.7965,7.9857,1.2095,0.0008
0.0024,0.1359,0.1708,0.0358
0.3702,0.4885,0.0455,0.0355
0.0024,0.411,0.0985,0.4181
2.0948,0.1424,2.4547,0.0001
0.0894,19.3712,0.8897,0.1288
1.1702,0.486,1.9188,0.4113
1.0327,1.179,0.4638,0.0146
0.2994,0.3218,1.2073,0.0005
0.0149,0.3917,0.3786,0.0058
0.2881,0.6538,1.1089,0.0023
0.0371,0.5051,1.1099,0.7581
0.6371,0.6554,0.3808,0.0194
1.1667,0.6482,0.3091,0.3189
2.0774,0.6517,0.3532,0.0046
0.2397,0.3242,0.062,0.517
0.6145,0.0405,0.6146,0.0106
0.8021,0.5025,0.1798,0.0469
2.1564,19.8703,0.4164,0.1202
1.2889,0.63,0.1508,0.0089
2.2103,0.488,2.4791,0.5132
3.2837,7.9669,2.4786,0.0098
0.2249,0.0987,0.0577,0.0732
0.7961,0.1143,0.7674,0.3532
0.3606,1.329,0.3312,0.0021
0.6731,20.0612,0.4626,0.1026
0.3605,0.4885,0.8955,0.1213
3.173,0.4851,0.3054,0.0807
0.6733,0.4222,1.9485,0.0091
0.7948,0.6099,0.0365,0.0013
0.0058,0.4256,0.8901,0.3062
1.0148,0.5448,0.1511,0.7867
0.2965,0.6625,0.889,0.0072
2.0436,7.9549,0.0168,0.0074
3.2786,0.1657,0.1523,0.0027
0.2938,0.5451,0.464,0.0156
0.1856,0.4869,0.2219,0.01
0.01,0.687,0.4775,0.4977
0.4362,0.5446,1.1239,0.0026
0.2364,0.6837,2.0871,0.0019
1.0171,0.4793,0.6105,0.7573
0.0064,0.1147,0.7961,0.0953
0.2942,0.3259,0.8581,0.0008
0.6377,0.1667,0.683,0.0098
0.1865,20.1349,1.8971,0.0005
1.1578,0.1339,0.1107,0.0015
1.1777,0.6353,1.0782,0.077
0.2878,0.5157,1.0713,0.1311
0.2484,0.1062,0.2721,0.0994
11.329,0.0615,0.4443,0.0022
0.3911,20.0934,2.4622,0.3201
0.157,20.0681,0.0464,0.0127
0.2431,0.325,0.1522,0.345
2.1704,0.5143,0.2774,0.0144
0.1835,0.4242,0.7714,0.0046
0.175,0.1642,0.4759,0.0037
0.6371,0.4085,2.1071,0.7799
3.4177,0.0417,0.079,0.0011
0.3929,1.386,0.2947,0.0032
0.8275,0.1624,0.3653,0.0079
1.1524,0.1395,0.1743,0.4082
0.392,0.6532,0.0042,0.3235
3.2517,0.516,0.1006,0.0021
0.0013,0.1091,2.1131,0.018
0.3699,7.9686,0.1737,0.7595
0.014,0.3166,0.0784,0.0084
0.3595,0.1474,1.1953,0.0034
0.0058,19.9403,0.4744,0.0344
0.303,0.0827,0.2244,0.4914
1.1162,0.5025,0.3368,0.0103
0.1804,0.139,0.8891,0.0017
0.371,19.868,0.2767,0.037
1.2856,0.5023,0.3269,0.1158
2.184,0.3158,0.3056,0.0095
0.6148,0.0361,0.8602,0.7923
0.2463,0.3234,0.296,0.0347
0.8021,8.0598,0.3946,0.0132
0.8023,19.8545,0.5257,0.4972
1.1168,0.1523,1.9248,0.1002
0.1787,20.0543,1.1084,0.3096
0.371,0.6578,0.105,0.2858
0.7117,0.1412,0.8865,0.0021
1.2849,0.1427,0.4639,0.001
1.2895,0.113,0.2017,0.0762
0.0224,0.099,0.4811,0.0113
0.3588,0.4878,0.1918,0.7605
0.1894,0.1431,0.4782,0.0017
0.0157,8.0479,0.4633,0.009
0.6373,0.5045,0.3489,0.0077
0.2398,0.2091,0.1847,0.3304
2.2338,0.5808,0.3282,0.0094
0.1847,0.1582,0.0173,0.006
0.0619,0.0561,0.0466,0.0034
0.3217,0.6543,2.136,0.0011
1.1739,0.481,0.4613,0.1144
0.0028,0.0988,0.0686,0.0246
0.4591,0.0627,2.4828,0.3255
0.2497,0.5449,0.0478,0.0826
1.0248,0.0318,0.6725,0.0468
3.239,7.8459,2.1006,0.0213
0.7961,0.4858,0.7709,0.0921
0.0256,0.0112,0.0457,0.4467
0.4351,0.5025,0.8892,0.0253
0.1758,0.0569,0.2544,0.1104
1.2857,0.0975,0.4063,0.3253
0.011,0.4791,0.11,0.7658
0.4475,0.1188,0.1229,0.0101
10.9522,8.1859,1.1204,0.0212
0.2222,0.0849,2.4775,0.0027
0.1528,0.4047,0.0159,0.1191
0.8013,0.5451,0.248,0.0998
0.0811,0.6596,0.1929,0.0074
0.1824,0.3167,0.8607,0.0035
0.363,0.6365,0.2704,0.0026
0.3606,0.4789,0.1874,0.0079
0.01,0.516,0.2106,0.0021
0.1114,0.3124,0.8902,0.022
0.1726,0.0464,0.0025,0.3951
0.0135,0.0715,0.4631,0.0081
2.0635,0.1386,0.0751,0.7677
0.3599,1.215,0.4635,0.0012
0.2821,0.5452,0.2725,0.079
0.0152,0.5458,0.8615,0.0038
0.6734,0.0969,0.4713,0.0105
0.1747,20.1418,0.1302,0.1165
0.1591,0.5046,0.0396,0.5079
0.2955,0.1153,0.1943,0.0165
0.6731,0.4866,0.5105,0.0277
0.0451,0.1579,0.1327,0.034
0.1033,0.5028,0.3277,0.0341
0.1404,0.4018,1.0851,0.0819
0.322,0.3217,0.1937,0.0097
3.5556,0.5157,0.2819,0.002
0.2954,0.1916,0.1509,0.0007
0.3582,0.5031,0.2945,0.5032
0.1762,0.4019,0.3306,0.0753
0.1998,0.693,0.1817,0.0019
11.2437,0.0236,2.481,0.5127
3.4992,0.4888,0.1421,0.0102
0.0298,0.0999,0.1867,0.0001
0.6733,1.3449,0.0129,0.0355
0.3213,0.0467,0.1052,0.0004
3.2248,8.1628,0.3155,0.4051
2.0704,0.5459,0.0457,0.4428
0.3127,0.1594,0.0448,0.0319
3.1091,19.516,2.4819,0.0001
0.6147,0.0949,0.192,0.0083
0.7959,1.2013,0.2629,0.0191
0.0157,0.1016,0.7691,0.318
0.3024,0.0893,1.1355,0.0055
0.0095,8.2157,0.3029,0.0021
0.2284,0.0897,0.461,0.0053
0.0133,0.1515,0.0468,0.0818
0.1987,0.2162,0.48,0.0088
0.3607,0.1556,0.4169,0.007
0.6679,0.4873,0.1005,0.0775
1.1991,0.5044,0.0477,0.0082
0.674,0.4232,0.3445,0.0094
0.3505,0.489,0.3032,0.0782
0.0089,0.6579,0.1682,0.0022
0.8272,0.5045,2.4677,0.0041
0.6738,0.5047,0.182,0.5185
0.8025,0.3228,0.3353,0.0073
0.0891,0.5046,0.2426,0.0226
0.163,0.1763,0.8603,0
0.1969,0.0504,0.8514,0.004
0.3168,0.0234,0.3726,0.0096
0.7394,0.3453,0.0465,0.4394
1.2838,1.2264,0.3395,0.3522
0.7247,0.5447,0.4539,0.0702
0.0012,0.1006,0.4623,0.0019
0.002,0.4781,0.3425,0.0299
0.3609,0.6667,1.1902,0.0023
0.0259,0.1212,0.3735,0.0007
0.0923,1.1829,0.2933,0.7658
0.3918,0.5149,0.8556,0.3609
2.1711,0.1146,0.0802,0.0115
0.7959,1.1985,0.8882,0.015
0.3923,0.5443,2.1014,0.3335
0.3155,0.3447,0.3088,0.0023
0.3605,0.5456,0.8896,0.0196
0.0005,0.1613,0.3477,0.7489
0.8017,0.1122,0.0112,0.0018
0.0027,1.3475,0.6823,0.0038
0.0958,0.11,1.1186,0.0781
0.3146,0.0271,0.369,0.0157
0.1608,0.1166,0.3499,0.0273
0.0144,0.1486,0.3806,0.0015
0.6554,0.482,0.4806,0.0361
0.1732,0.657,1.2078,0.1347
3.1945,0.1152,0.0154,0.3541
0.242,0.4862,2.1112,0.001
0.2476,0.4274,0.8622,0.0098
0.0005,0.6664,0.8574,0.0056
0.3142,1.2138,0.2992,0.7785
1.1765,0.6517,2.1138,0.0149
0.1657,0.1462,0.0471,0.0014
1.2849,0.0995,0.3298,0.0536
0.2411,0.1533,0.0817,0.7749
0.0049,0.5458,0.1049,0.1458
0.7961,1.1593,0.2433,0.0159
0.302,19.4877,2.4782,0.0087
0.3178,0.6496,0.0925,0.0064
0.6729,0.5442,0.1987,0.0025
2.1364,0.6545,0.7677,0.3594
0.8265,0.6502,0.2198,0.0011
0.0937,1.3488,0.0393,0.0009
0.4529,0.2022,0.8543,0.0993
0.3155,0.5158,0.1624,0.0016
0.0056,0.5437,0.004,0.3239
0.1741,0.195,2.1143,0.0032
0.802,0.1257,2.4656,0.0342
0.8024,0.2078,0.106,0.3238
0.6146,0.1659,0.182,0.0008
0.0027,0.5158,0.5266,0.1213
0.8271,1.3754,0.2694,0.5107
0.221,0.5455,2.1084,0.3211
3.5004,0.1131,0.381,0.014
0.6303,0.3911,0.1314,0.0129
0.0955,0.1032,0.4808,0.1689
0.0175,0.5051,0.4637,0.0822
0.3215,0.1145,2.1061,0.1
2.1606,0.314,0.3083,0.3235
0.1765,7.9911,0.517,0.0008
0.3581,0.4888,0.1795,0.0942
0.4657,0.1493,2.1128,0.0005
0.392,0.1543,0.1123,0.0017
0.6375,0.1184,0.0183,0.4097
0.6365,0.5043,2.1067,0.4207
1.2254,7.8508,0.4784,0.7595
0.3591,0.4888,0.8881,0.0719
0.0017,0.0965,2.1186,0.0284
0.1807,0.1008,0.4789,0.0092
3.2009,0.14,0.1941,0.0011
0.3929,0.0445,0.3456,0.3793
0.0007,0.4841,0.4618,0.0189
0.5542,0.5148,0.8909,0.0329
0.1912,0.1144,0.3354,0.303
0.9893,0.4345,0.0132,0.0006
0.371,7.9293,0.3472,0.0818
0.6367,0.0441,2.4775,0.0016
0.2379,0.1533,0.1896,0.0303
0.028,0.4216,0.0161,0.7317
0.1783,0.1062,0.0943,0.0033
2.0532,0.1157,0.4627,0.0023
0.6141,0.1603,0.2762,0.4803
0.4487,19.6739,0.0007,0.0098
0.6813,0.5047,0.8963,0.3389
3.2718,0.3205,2.1136,0.0032
3.2723,0.0966,0.2213,0.3155
0.0024,0.3228,0.4604,0.1364
0.8273,0.484,0.0181,0.0009
0.2461,0.3923,0.0945,0.0061
0.3144,0.4021,2.4697,0.0067
0.1801,0.4341,0.3566,0.4188
0.4505,0.5168,0.0351,0.1234
0.3608,8.1802,0.299,0.01
0.0102,1.2293,0.099,0.1407
0.0095,0.1194,0.5015,0.1458
0.1804,0.4883,0.3465,0.001
0.203,20.0017,0.1091,0.0011
1.2799,0.4799,0.3467,0.0128
2.0311,0.1085,0.3046,0.0008
0.6194,0.6552,0.4161,0.3538
3.1945,0.1158,0.3053,0.0098
0.3556,0.4841,0.0131,0.1204
3.2689,0.1702,0.0711,0.7875
0.5257,0.1154,0.2074,0.0742
0.2837,0.4297,0.1683,0.8032
0.6742,0.4859,0.1683,0.0005
0.3583,0.1057,0.1107,0.0791
0.1823,0.0958,0.6274,0.0375
0.8271,1.3591,0.852,0.0066
0.009,19.7962,0.3351,0.01
0.1868,0.4808,0.0193,0.0575
3.3449,7.9483,0.0155,0.004
0.0023,0.3413,0.0159,0.0041
0.9996,0.1164,0.3596,0.7813
0.0204,0.1124,0.372,0.0354
0.6149,0.0337,0.081,0.0053
0.1001,0.3213,1.1169,0.5155
0.36,0.4811,0.3026,0.0146
2.0995,0.1445,0.1206,0.0746
0,19.8365,2.4868,0.0112
0.2346,0.0954,0.3928,0.416
0.0258,0.6497,0.2164,0.4028
0.294,0.1567,0.856,0.4905
0.0005,20.0957,0.6724,0.1234
0.2479,0.4865,0.0452,0.012
0.3599,0.5908,2.1069,0.3281
0.0932,8.2341,1.1251,0.0124
0.6137,0.0959,0.4643,0.0031
0.3775,0.0566,0.3042,0.0015
0.7958,0.5864,0.1357,0.0085
0.2005,0.5166,0.1008,0.0116
2.2122,0.0586,0.3059,0.0805
2.1155,7.0942,1.1208,0.1397
2.0612,19.8951,0.0995,0.7881
0.5576,0.6586,0.3784,0.0092
0.2947,0.0571,0.1323,0.0352
1.1656,20.0337,0.3676,0.0104
0.7948,0.0624,1.1923,0.1361
3.2842,0.2157,0.1539,0.0986
0.2169,0.1145,2.4611,0.0719
0.9982,20.258,0.3857,0.0145
0.0052,0.4307,0.2987,0.3393
0.0228,7.9636,0.2681,0.0027
0.3041,0.5158,0.0157,0.0027
0.7963,0.4865,0.0217,0.0915
0.4361,0.4212,0.0201,0.0103
0.0104,0.5896,0.8864,0.0005
3.2495,0.2157,0.8545,0.1346
3.2505,1.2832,0.0707,0.0736
0.6739,0.6638,0.6142,0.0014
0.3759,7.1283,2.47,0.1037
0.2902,0.5457,0.8575,0.0008
0.0217,1.3774,0.4607,0.0006
0.6378,0.1001,0.2544,0.3219
0.3933,0.5168,0.8933,0.7735
11.0369,1.2138,0.2242,0.3139
0.8016,19.8793,0.3704,0.0088
0.1821,0.0957,0.2965,0.0044
0.2459,0.5449,0.1064,0.4559
1.2853,0.0756,0.1849,0.0044
0.179,19.1672,0.0503,0.002
0.3616,0.047,0.0002,0.0101
1.0012,0.4869,0.0473,0.0947
0.2,7.0834,0.3001,0.0076
0.2952,0.5448,0.132,0.0992
1.153,0.1551,1.9113,0.0349
1.1581,1.2161,0.0456,0.0817
0.3634,0.1434,0.5291,0.002
0.6373,8.0645,0.1389,0.0003
0.1717,0.0131,0.2721,0.3492
0.0659,0.5159,0.0628,0.0374
0.3151,0.3126,0.1008,0.0365
0.4423,0.5148,0.7958,0.1029
0.1718,0.5049,1.2282,0.449
0.2475,0.5162,0.1802,0.0809
0.3192,0.5045,0.3868,0.0395
0.7963,0.5171,0.0168,0.0191
0.6679,0.5029,0.6111,0.3128
0.7954,0.4849,0.6723,0.723
0.163,0.6477,0.2995,0.0023
0.4435,0.5161,0.8543,0.0737
0.1649,0.5047,0.2499,0.0088
1.1829,0.3899,0.0178,0.082
0.2818,0.504,1.1232,0.3259
1.0158,0.0726,0.8592,0.0094
0.9857,0.1166,0.1533,0.0012
0.1848,0.482,0.7675,0.0098
0.2018,1.3215,0.0483,0.0073
0.1757,0.113,0.0452,0.0342
0.5329,0.6585,0.06,0.5112
1.1902,0.1477,0.2959,0.008
0.3912,0.5034,0.3571,0.0024
0.1831,0.6497,0.0923,0.0044
0.2812,0.14,0.0162,0.1153
0.2357,0.6033,2.1164,0.0016
0.3925,0.6526,0.3534,0.0015
0.3736,1.3373,0.6828,0.0392
0.1775,0.6279,0.0743,0.004
1.0095,0.16,0.4174,0.0189
0.2075,0.195,0.3647,0.0005
0.0007,0.4838,1.1725,0.0392
0.011,1.319,0.3906,0.0081
0.2804,1.3246,0.2208,0.7649
0.6141,0.5887,0.0413,0.4233
0.3157,0.5153,0.3821,0.0084
0.8275,0.1584,0.3542,0.001
0.2948,0.4788,0.3809,0.0003
0.7951,0.6551,0.1507,0.0048
3.2678,0.1038,2.4744,0.0178
0.4541,0.4788,0.152,0.0071
0.6726,0.0693,0.1018,0.0755
0.1109,8.1252,0.3306,0.3947
2.0334,0.4837,0.2744,0.3081
0.6152,7.9999,1.9068,0.0022
0.0013,0.1228,0.5253,0.4161
0.2909,8.243,0.3015,0.7586
0.7962,0.5034,0.1847,0.0043
0.1802,0.4885,2.4632,0.0003
0.0107,0.648,0.0936,0.0018
3.2204,0.3168,0.4586,0.4945
0.6143,0.1498,0.1815,0.0006
0.005,0.6504,0.5371,0.0512
0.2997,0.6578,0.3768,0.3284
0.148,0.5453,0.2777,0.0754
0.6736,0.1123,0.0146,0.8124
3.4955,0.5453,0.5293,0.0004
0.0092,0.1382,2.4821,0.0767
0.0354,0.0982,0.0479,0.3837
0.063,0.4806,0.0896,0.0159
3.2853,0.423,0.1083,0.1016
0.3095,0.0983,0.8938,0.0107
0.5554,0.1161,0.1314,0.1063
0.1567,0.116,0.8826,0.0339
0.8275,0.4839,0.0456,0.0999
2.0521,0.0994,0.772,0.4125
2.0436,0.5994,0.2512,0.8377
0.6372,0.4888,0.0717,0.0028
0.9881,0.6632,0.3255,0.0002
3.4538,0.12,2.1038,0.0103
0.8024,0.0706,0.4783,0.3556
0.1614,0.6531,0.6262,0.0374
0.2448,0.131,0.0175,0.3173
0.3617,0.1361,0.4619,0.0009
0.4403,20.1141,0.3458,0.0083
3.2723,0.4378,0.6833,0.3143
0.1401,0.1582,0.8893,0.3542
3.2777,0.3179,1.2269,0.3423
0.2822,0.4844,0.8927,0.1392
0.1037,7.0354,0.1748,0.0395
0.4574,0.1317,0.3134,0.0217
0.1958,0.1134,0.3381,0.0172
10.9688,7.0848,0.4784,0.0021
1.0844,0.5022,2.4836,0.0396
0.442,0.1016,0.1015,0.3178
1.2842,0.5458,0.8917,0.0057
0.7961,0.0871,0.4789,0.3886
0.4615,0.6202,0.3329,0.0084
0.8269,0.247,0.0751,0.0046
1.1774,0.1099,0.8544,0.3576
0.3115,0.5441,0.0002,0.0092
1.1051,0.6626,0.1497,0.0721
2.2204,0.1155,1.1738,0.3507
0.1848,0.4829,0.7689,0.0173
0.4369,0.502,0.3785,0.0356
3.2096,0.5162,0.3556,0.0414
1.1888,0.6552,1.9075,0.1004
0.1426,0.0975,0.8989,0.013
0.3608,0.3086,2.4832,0.1226
1.146,0.1519,0.0736,0.0116
0.3227,0.1138,0.9034,0.0025
0.6137,0.2508,0.0161,0.0035
3.0682,0.1911,0.3007,0.1021
0.2886,0.5157,0.858,0.757
0.7962,0.1413,2.1079,0.8338
0.4797,0.053,0.7953,0.4537
1.1149,20.1812,0.0218,0.0094
0.3586,20.075,0.0592,0.4195
0.0004,0.517,0.2151,0.0928
0.5708,0.5032,0.6084,0.1241
0.283,0.3141,0.1844,0.0384
0.0066,0.1146,0.8566,0.117
0.8019,0.3957,0.1053,0.0015
3.4672,1.3366,0.1191,0.0093
0.7963,0.0308,0.0131,0.0099
0.0895,7.994,0.859,0.0011
0.6382,0.0984,0.0468,0.7997
0.8267,0.051,0.2764,0.0202
1.0962,0.6605,0.6148,0.0332
0.4326,0.0619,2.1148,0.0333
2.2306,0.6877,0.2998,0.0361
1.0168,0.0942,0.419,0.0005
3.1837,0.3221,0.1941,0.0366
2.0814,0.0884,0.1323,0.0764
0.512,0.5051,0.2981,0.3032
3.2172,0.2,0.6072,0.0295
0.2936,0.1318,0.3227,0.0062
0.1983,0.5441,0.248,0.0799
0.2943,0.1454,0.3823,0.3096
0.8268,0.5163,0.2977,0.1229
3.1487,0.1137,0.8555,0.3221
0.199,0.0614,0.6708,0.7752
3.4273,0.1673,0.6832,0.1239
0.489,1.4298,0.2269,0.0306
3.2898,0.0992,0.1162,0.0116
0.8014,1.2433,0.0178,0.3186
0.0032,0.4,1.1253,0.0036
0.8015,0.1543,0.0516,0.0003
0.3168,0.3916,0.2391,0.0017
2.1268,0.6459,0.1847,0.0202
0.1835,0.3149,0.3404,0.0091
3.1741,0.1086,0.857,0.0343
1.9989,0.0557,0.1128,0.0992
0.1943,0.408,0.0472,0.0996
0.4583,0.5152,0.4638,0.0809
3.5004,0.5931,2.4786,0.328
3.289,0.4764,0.2721,0.0905
0.1729,0.6428,0.4771,0.0372
0.1736,7.1767,0.382,0.0024
0.2942,0.6538,0.0448,0.3357
0.2222,0.1159,0.671,0.004
0.2432,0.5154,0.2017,0.0114
1.2812,19.8388,0.3034,0.0734
0.1123,0.4879,0.055,0.0108
0.0112,0.3433,0.461,0.0004
0.1734,0.0644,0.2388,0.0766
0.2824,0.3899,0.332,0.0031
0.1735,0.313,0.4801,0.0018
0.3922,0.3092,0.4614,0.4648
0.0223,0.1471,2.11,0.3171
0.1667,8.1933,2.1172,0.0014
0.1056,0.204,0.149,0.0295
0.2845,0.4398,0.1974,0.3384
0.0121,0.5034,0.8912,0.0267
0.0369,0.0838,0.8897,0.1044
